rejected_page_count	Count
s. 80-82	1
s. 735-754	1
s. 95-103	1
s. 577-586	1
2 vol.;(422, [2] ; 411 s.)	1
[4], 327, [2] s.	1
[2], 466 s.	1
[4], 310 s., 4 pl.	1
s. 623-628	1
157 s., 1 bl.	1
s. 299-301	1
[4], 419, [1] s.	1
[3], 354, [2] s.	1
[4], 143 s., portr.	1
s. 239-240	1
s. 493-503, 538-547	1
217, [3] s., 10 pl.-bl.	1
[6], 35, 4, [1] s.	1
s. 259-273	1
s. 527-532	1
3 vol.;([2], 118 ; [2], 148 ; [2], 178, iii s., 3 pl.bl.)	1
[4], v, [1], 303, [2] s.	1
2 vol.;([4], 340 ; [4], 356 s.)	1
2 vol.;(ix, 276 ; [4], 284 s.)	1
s. 229-232	1
s. 211-213	1
s. 248-252	1
s. 182-189	1
2 vol. ([4], 174, [1] ; [4], 281, [2] s.)	1
286, [5] s.	1
s. 8-9	1
[2], ix, 96, [1] s.	1
96, [3] s.	1
[4], 231, [2] s.	1
[4], 98, [3] s.	1
[4], 126, [1] s.	1
2 vol.;(283, [1] ; 297, [2] s.)	1
2 vol.;(299, [1] ; [4], 298, [1] s.)	1
s. 55-63	1
241, [4] s.	1
234, [5] s.	1
466, [2] s.	1
400, [3] s.	1
485, [3] s., 17 pl.	1
s. 35-60	1
xxvi, 289, [4] s.	1
380, [4] s.	1
301, [2] s.	1
258, [5] s., 5 pl.bl.	1
xi, 167, [1] s.	1
712, [4] s.	1
xvii s., s. 3-125, [2] s., 1 portr.	1
133, [2] s. .	1
121 s., 16 pl.-bl.	1
iii, 340 s.	1
viii, 272 s., 1 pl.-bl.	1
2 vol. (301, [3] s., 7 pl.bl. ; 245, [3] s., 9 pl.bl.)	1
461, [4] s., 8 pl.bl.	1
xiii, [3], 343 s.	1
2 vol.;(109, [2] ; 158, [1] s.)	1
2 vol.;(229 ; 232 s.)	1
141, [3], iii s.	1
s. 113-120	1
83 s., 6 pl.-bl.	1
viii, 263, [1] s.	1
286 s., 1 pl.-bl.	1
[2], 12, 174 s.	1
2 vol.;([8], 205, [1] ; [5], 190 s.)	1
2 vol. (690 s.)	1
176, [16] s., 1 portr.-bl.	1
175 s., 2 bl.	1
S. 121-352	1
[202] s., 4 pl.bl.	1
[206] s., 4 pl.bl.	1
[2], 322, [2] s., 2 pl.bl.	1
2 vol.;(250, [6] s., 1 pl.bl., 1 karta ; 292, [6] s., 1 karta)	1
2 vol.;([2], 3, 262, [1] s., 1 pl. ; [2], 3, 280, [1] s., 1 pl.)	1
227 s., 2 bl., 1 portr.-bl.	1
s. 431-528	1
2 vol.;([2], 200, [1] ; [2], 203, [2] s.)	1
[2], 3, [3], 460, [4] s., 1 pl.-bl.	1
[2], 350, [2] s., 1 portr.-bl.	1
S. 215-133	1
237, [2] s., 12 pl.bl.	1
s. 5-61	1
[4], 302 s., 1 portr.	1
249, [6] s.	1
s. 22-45	1
s. 15-34	1
s. 33-44	1
[6], 153 s.	1
[6], 261 s.	1
[6], 385 s.	1
205, [3] s., 1 portr.-bl.	1
[2], 290 s., 1 portr.	1
521, [1] s., 1 pl.bl.	1
xi, [3], 280 s.	1
2 fasc. i 1 vol. (51, [2] s.)	1
vi, 256, [3] s.	1
xviii, 408 s.	1
235, [4] s.	1
xvi, 301, [3] s., 1 pl.	1
xvi, 346, [1] s.	1
[4], 257, [2] s.	1
[4], 254, [1] s., 1 portr.	1
s. 78-80	1
[4], 390, [1] s.	1
s. 3-142	1
s. 3-183	1
578, [4] s.	1
s. 185-459	1
s. 91- 334	1
459, [2] s.	1
s. 3-233	1
s. 401-530	1
s. 143-339	1
s. 437-586	1
s. 311-436	1
s. 3-196	1
s. 197-400	1
307, [2] s.	1
s. 235-377	1
s. 5-89	1
s. 379-481	1
viii, 233, [1] s.	1
s. 341-444	1
s. 483-550	1
s. 335-605	1
2 vol.;(512 s., 7 pl.bl.)	1
s. 418-421	1
2 vol.;(208, [1] ; 158, [1] s.)	1
[4], 7, 177 s., 1 portr.	1
s. 627-640	1
S. 46-58	1
39 opag. bl.	1
s. 267-274	1
2 vol.;(336 s., 1 portr. ; 376 s.)	1
s. 248-254	1
ix, 294 s., 7 pl.bl.	1
539, [2] s.	1
s. 617-619	1
[6], 367 s.	1
vi, [2], 285 s., 1 pl.-bl.	1
xiv, 342, [1] s.	1
[6], 286 s.	1
[6], 348, [1] s.	1
vi, [2], 277, [1] s.	1
vi, [2], 277 s.	1
vii, 246 s., 4 pl.bl.	1
[6], 348 s.	1
vii, 323 s.	1
[8], 240 s., 1 portr.	1
[6], 187, [1] s.	1
550, [2] s.	1
2 vol.;([4], 223, [1] ; 170, [1]	1
s. 98-108	1
s. 10-13	1
2 vol.;([4], 249, [2] ; [4], 275, [2] s.)	1
119, [9] s.	1
2 vol.;([4], 228, [1] s., 1 portr. ; [4], 245, [2] s.)	1
153, [3] s., 1 portr.-bl.	1
[4], 332, [2] s.	1
[3], v, 246 s., 1 karta (v.)	1
356 s., 1 karta (v.)	1
xiii, 70 s.+ 28 s.	1
s. 21-32	1
2 s., s. 57-62	1
s. 99-118	1
s. 157-180	1
76 s., 33 s.	1
s. 25-251	1
[8], 128, [8] s.	1
[23] s., portr.	1
xv, 185 s., 1 bl.	1
s. 153-163	1
56, [5] s.	1
xix, [1], 389, [2] s.	1
s. 10-14	1
S. 39-127	1
180, 78 s.	1
[4], 30 s. (s.30 opag)	1
68, [8] s., 9 pl.-bl.	1
[12] s., s. 2-879	1
[6] s., s. 2-16	1
[8], 34, [2] s.	1
[8], 48 s., [1] pl.-bl.	1
[6], 24 [2] s.	1
[4], 36 s. (s.35-36 opag) (ill.)	1
[8], 34 s.	1
[8], 40 s., 1 vikt pl.-bl.	1
[6], 19 [1] s.	1
[4], [1] 2-14 s.	1
[4], 30 s. (s. 30 blank)	1
[4], 36, [14] s.	1
[4], 21, [3] s.	1
[8], 29, [2] s.	1
[8], 76, [8] s.	1
[2] 3-34 s.	1
[6], 11, [1] s.	1
[8], 16, [2] s.	1
[4] s., 19 [1] s.	1
[8], 19, [1] s.	1
[4], 98 s. (s. 98 opag.)	1
[8] s., s. 2-25	1
[2], 19, [3] s.	1
[8], 100, [2] s., [1] vikt pl.-bl.	1
[8], 25 [1] s.	1
[4], 37, [1] s.	1
[4], 30 s., [1] vikt pl.-bl.	1
[2] 3-18 s.	1
[2], 30 s. (s. 29-30 opag)	1
[3] 2-13 s.	1
[4], [1] 2-20 s.	1
xi, 295 s.	1
23, [01] s.	1
376, 115 s.	1
416 s., [69 s.], [23 s.]	1
xxx, 732 s.	1
102 s., 2 kartor	1
xlii, 276 s.	1
xiii, 246 s.	1
6 s., 21 pl.-s.	1
s. 86-117	1
1 part.;(2 s.) +	1
96 s., XXXVI pl.-bl.	1
iv, 76 s.	1
S. 217-238	1
Iv, 200 s., 1 pl-bl.	1
52 s., iv pl.-bl.	1
xlii, 188 s.	1
138 s., 32 pl.-s.	1
42-45 s.	1
391, lvi s.	1
31, [1] s., 1 vikt karta	1
[2], 64 s .	1
[4] s., s. 6-27	1
[6], 361, [4] s.	1
182 s. , 4 vikta pl.-s.	1
7 vol.;(247 ; 184 ; 208 ; 303 ; 319 ; 320 ; 349 s.)	1
7 vol.;(259 ; 264 ; 297 ; 410 ; 369 ; 487 ; 480 s.)	1
13 s., 04 pl.	1
21 s., [17] pl.-s.	1
308 s., 1 kart.-bl. (vikt)	1
[12], 349, [11] s., [6] pl.-bl.	1
xvi, 190 s.	1
[10], 457, [7] s.	1
[9] s., s. 2-179, [4] s.	1
xvii, 721 s.	1
[5] s., s. 2-26	1
[2], 245 s.	1
53, 15 pl.-s.	1
xxxii, 300 s.	1
2 vol.;([4], 236 s., 1 pl. ; [4], 255 s.)	1
66, [8] s.	1
2 vol. (782, 240 s.)	1
[4], 50, [2] s.	1
viii, 259, [1] s.	1
xiv, 428 s.	1
x, 572 s.	1
[4], 8	1
vi, 288 s.	1
xix [3], 204 [2] s., [1] pl.-bl.	1
[10] s., s. xii-lxx, [1] s., s. 2-804, [12] s. ; 4:o	1
31	1
14 s., [17] pl.-bl.	1
12 s., [15] pl.-bl.	1
48, [1] s. , [32] pl.-bl.	1
35 s., [20] pl.-s.	1
54 s,. 16 pl.-s.	1
17 s., [4] pl.-s.	1
61 s., [24] pl.-s.	1
60 s., [32] pl.-s.	1
47 s., [30] pl.-s.	1
70 s., xvi pl.-s.	1
[4], 299, [10] s.	1
v, 692 s.	1
x, 252 s., [3] pl.-bl., 29 rekl.-s.	1
[4], 220, [8] s.	1
[8], 88 s., 9 pl.-bl.	1
xii, 137 s.	1
[6], 256, [2] s.	1
[4], 248, [2] s.	1
[4], 160, [7] s.	1
[4], 208, [8] s.	1
46 s., [6] pl.-s.	1
107 p.	1
79 s., 3 pl.-bl.	1
126 s. +	1
[10], 245, [1] s.	1
[4], 61 (=16) s., 1 vikt karta	1
37 pl.s.	1
[4], 12, [4], 13-22, [4], 23-34, [4], 35-48 s.	1
32 s., 5 pl.-s.	1
xxii, 458 s.	1
[2], 193, [1] s., 23 utv.-pl., 2 utv.-tab.	1
vii, 134 s.	1
83, [5] s.	1
25 pl. i färg	1
[5], 90 s., VI pl.	1
x, 260 s.	1
[8], 31, [1] s., [1] pl.-bl.	1
[8], 19, [5] s.	1
[8] s., s. 2-32, [1] pl.-bl.	1
182 s., [6 bl.], [7 pl.-bl.] (vikta)	1
84 s., 2 tab.	1
vii, 46 s.	1
43 s., [2] utv.-pl.-bl.	1
63 s. ,1 vikt karta	1
a 67 s.	1
[364] s.	1
[4], 144, [4] s.	1
388 s., 18 pl.bl.	1
72 s, 22 pl.-s.	1
311 s., karta, tabeller	1
79 s., 80 pl.-bl.	1
393 s., (34) pl.-s.	1
s. 56-278	1
[04], 142 s.	1
xii, 291 s.	1
4 vol.;(i-xi, 324 ; 348 ; 372 ; 334 s.)	1
S. 236-526	1
[24], 428 s.	1
[04], 300 s., [1] pl.-bl.	1
[3] bl., 118 s., frontespis, [1] vikt pl.-bl.	1
105 s., 13 pl.-bl. (delvis i färg)	1
423 s., karta	1
[5], 475 s.	1
xvii, 667 s.	1
[2], 395 s.	1
vi, 495 s.	1
204 s., [1] vikt pl.-bl.	1
s. 295-320, [2] pl.-bl	1
99 s., 18 pl.-bl.	1
104 s., 32 pl.-bl.	1
[4], 192, [6] s.	1
[8], 26, [24] s., [2] pl.-bl.	1
xxvi, 772, 970 s.	1
104[2] s. (s. 105/106 blank)	1
x, 273 s.	1
105 s., iv pl.-bl.	1
[08], 191, [03] s., xv pl.	1
Ca. 215 s.	1
viii, 289 s., 1 karta	1
195, [1] s., 8 pl.-bl.	1
156 s., xii pl.-s.	1
xxxviii, 120 s.	1
[100], 19, s.	1
2 vol.;([04], s.1-156; [04], s. 157-330, [02] s.)	1
vi,172 s.	1
xv, s. 597-979	1
ix, 596 s.	1
S. xxiii-xxx	1
32 s.b tab.	1
xvi, 234, [1] s.	1
2 vol.;(s. 1-288 ; [4] s., s. 289-578, [2] s., 1 karta)	1
[12], 15, [5], 544, 82 s., [100] pl.-bl.	1
[4], 34 s., xxiii pl.-bl.	1
180 s. +	1
[4], 188 s. & omslag	1
S. 268-280	1
vi, 432 s., [1] pl.-bl.	1
108 s., 1 vikt pl.-bl.	1
[6], 193, [1] s.	1
(S.517-630)	1
viii, 153, xiv s.	1
155, iv s.	1
302 s., 1 kart.-bl.	1
xvi, 635 s.	1
257 s., [1] vikt kartbl.	1
284 s., 4 vikta tabellbl.	1
189 s. : 134 pl.-bl.	1
22, 5 s.	1
3 hft. i ett bd. (78 ; 88 ; 74 s.)	1
258, 63 s.	1
111 s., 1 vikt kartbl. & omslag	1
[4], 301, [1] s.	1
S. [284]-369	1
146 s., 74 pl.-s.	1
S. 3-28	1
vi, 341 s.	1
86 s., 9 kartbl.	1
83, 164 s.	1
[4], 362, [1] s.	1
267, [1], 19 s.	1
174, xiv s.	1
4 vol. (204, 316, 320, 331s.)	1
251, [24]s.	1
xiv, 176 s., [3] kartbl.	1
1 vol	1
xxxviii, 476 s.	1
954 s.	1
148 p.	1
165 p., 1 l	1
38 s.(s. 36-37 opag; s.38 blank	1
63 s. .	1
[4], 333, [1] s.	1
[4], 269, [3] s.	1
41 [dvs 31] s.	1
S. [91]-119	1
xxii, 45 s.	1
[4], 262, [1] s.	1
36 s., 18 pl.	1
344 p. fold. plates	1
xi, 186 p., 1 l. front. (port.), plates	1
78 p.	1
324 s. +	1
49, LXXXXII s.	1
223 p.	1
x, 287 s.	1
370 p.	1
xxxix, 408 s.	1
xi, 49 s. , 100 pl.-s.	1
S. 295-314	1
[4], 15, [1] s., [24] pl.-bl. i färg	1
x, 186 s.	1
xxviii, 1053 s.	1
11, 126 s.	1
iii, 121 s.	1
5 vol.;(92 s./vol.)	1
345 s., [46] pl.-s.	1
xxi, 176 s.	1
S. 364-381	1
115 s., 6 pl.	1
42 s. + pl.	1
[5], 83 s., VI pl.	1
x, 181 s.	1
175 s., [27] pl.-bl.	1
134s.,8 pl.-bl.	1
iii, 183 s.	1
vii, 268, 70 s.	1
s. 77-128	1
[4], 452 s.	1
278 s., [84] pl.-s.	1
xviii, 662 s.	1
S. 219-406	1
509, [3] s.	1
xv, 416 s.	1
166 s., [5] kartbl.	1
[18] s., 10 pl.-s.	1
viii, 237 s.	1
28 s., 64 pl.-s.	1
S. [167]-422	1
S. 65-101	1
s. 243-301	1
ix, 432 s.	1
480, lxx s.	1
2 d.;(660 s.)	1
[8], 261, [1] s., 9 pl.-bl., 1 karta	1
[6], 337 s., 1 bl., 38 pl.	1
[8], 197 s.	1
480, [3] s.	1
xix, 463 s.	1
331p.,ill.,24cm	1
372p.,24cm	1
264p.,ill.,29cm	1
253p.,ill.,27cm	1
1v.,ill.,27cm	1
286p.,ill.,23cm	1
53p.,19cm	1
ix, 132, [2] s.	1
ix, 214 s.	1
247, 221, 242 s.	1
198, [3] s.	1
[2], 101 s.	1
39 s., [352] pl.-s.	1
vii, 237 s.	1
[4] s., s. 5-19, 1 s.	1
2 vol. (303; 282 s.)	1
71, [1] s., [9] pl.-bl.	1
290 s., 1 karta	1
97 s., 12 pl.-s.	1
286 s., 84 s.	1
3 delar i 2 Bd.	1
Ca 10-25 s.	1
31 s., 24 pl.-bl.	1
263 s., {16} pl.-bl.	1
185 s., 200 pl.-S.	1
285 s., [48] pl.-bl.	1
142 s., xv pl.-bl.	1
53 s., xvpl.-bl.	1
133 s., iii pl.-bl.	1
xiv, 138 s.	1
iii, 335 s.	1
vii, 425 s.	1
119, [2] s.	1
123 s., 74 pl-s.	1
(2. vol.)	1
IX, 308 s.	1
47 s., [29] pl.-s.	1
199 s., [5] bl., [64] s.	1
xxiii, 247 s.	1
144 s., [40] pl.-s., [4] pl.-bl.	1
316 s., [15] pl.-bl.	1
xx, 266 s.	1
iv, 316 s.	1
xx, 419 s.	1
320 pl.-bl., 61 s.	1
xxvii, 369 s.	1
S. 218-418	1
ccv, 132 s., 31 pl.	1
454 s., 1 vikt pl.-bl.	1
158, 186 s.	1
685 s., 44 pl.-bl., 4 kartor;(685 s.)	1
178 s., 5 portr.	1
330, 146 s. +	1
P. 1 (16 s.)	1
2 d. (xxxii, 566, 221 s.)	1
S. xvii-cxxvi	1
xxiv, 278 s.	1
[5], 112, [1] s.	1
336 s., 29 pl.-bl.	1
2 d. i 1 vol. (575 s.)	1
3 vol. (629 ; 614 ; 41 s. interfolierat med kartplanscher)	1
LXV, 75 s.	1
iv, 274 s.	1
viii, 390 s., [2] pl.-bl., [1] vikt karta	1
viii, 303 s., [4] pl.-bl.	1
340, lii s.	1
374 s., x s.	1
x, 576 s., 2 pl.-bl.	1
lxxxii, 57 s.	1
ix, 539 s., [22] pl.-s., [6] vikta kartbl.	1
1183 s.	1
883 s.	1
100 s., [18] pl.-bl.	1
8 d. i 2 vol.	1
cxl, 234 s.	1
S. 609-625	1
S.[51]-198	1
xxii, 480 s.	1
104 s., 16 pl.-s.	1
34, [5] s., [17] pl.-bl.	1
170 s., 320 pl.-bl.	1
3. vol	1
462, vii s.	1
200 s., [72] pl.-s.	1
145, 124 s.	1
93 s., [2] pl.-bl.	1
[10], 423 s.	1
xi, 233 s.	1
v, 275 s.	1
xi, 386, [1] s.	1
xi, 491 s.	1
xviii, 602 s.	1
126 s., 80 pl.-s.	1
xxxiii, 180 s.	1
2 d.;(293, 273 s.)	1
432 s. .	1
134, [1] s., 21 pl.-bl.	1
[2], 289 s	1
871 s.	1
xii, 399 s.	1
Sammanfattning	1
408 s., 1 portr.	1
402 s	1
306 s. + 2 kartbl.	1
viii, 398 s.	1
453 s	1
299 s	1
152 s., 1 portr.	1
328 s., 135 pl.-s.	1
xviii, 438 s.	1
202 s	1
702 s., 8 pl.-bl.	1
vii, 169 s.	1
298, [2] s., [4] pl.-bl.	1
427 s., 1 bl.	1
2 vol.;(xi, 482 ; xi, 600 s.)	1
239 s.;(239 s., 20 pl.-bl.)	1
iv, 654 s.	1
xxxii, 231 s.	1
309 s., [3] pl.-bl.	1
295 s	1
190 s	1
117, [4] s.	1
120, [5] s.	1
320 s	1
347 s., [6] diagr.- och kartbl.	1
xxiii, 356 s.	1
xl, 735 s.	1
193 s., [2] kartbl.	1
172, 134 s.	1
ix, 497 s.	1
vii, [1], 452 s.	1
x, [2], 451, [1] s., 1 pl.	1
291 s	1
xxxii, 534 s.	1
670, li s.	1
xii, 463 s.	1
349 s	1
xxiii, 396 s.	1
xx, 373 s.	1
109, [3] s	1
177 s	1
241 s. [4] pl.-s.	1
171 p	1
S. 39-50	1
vii, 92 s.	1
28, 6 s.	1
10 s., 1 vikt pl.-bl.	1
54 s. (s.53-54 opag., register)	1
iv, 130 s.	1
292, [3] s., 1 portr.-bl.	1
XIV, [1], 4-81, [1] s.	1
138 s.l	1
253 s., xxiv pl.-s.	1
S. 145-172	1
14 s.+33 s., 8 pl.-bl.	1
S. [99]-115	1
S. [89]-110	1
99 s. o. bl.	1
8 s. : ill.	1
xxiii, 105 s.	1
29 s., tab., 3 pl-bl.	1
216 s	1
1* vol. ([2], 178 s. (s. 178 blank))	1
320 s., 1 portr.-bl.	1
299, [1] s.,1 karta	1
viii, 303 s.	1
331,(3)s.,16 pl.-bl.	1
459 s., [20] pl.-bl.	1
[4], vii, [1], 406 s.	1
44, [4] s., 3 pl.-bl.	1
s. 2-19	1
44 s., [14] pl.-s.	1
754 s.	1
197 s	1
75 s., 20 pl.	1
[5], 78 s.	1
xxiix, [2], 590 s., frontespis, xiv vikta pl.-bl.	1
viii, 127, [01] s.	1
xi, 227 s.	1
34 s. : ill.	1
s. 33-58 : b ill.	1
35 s., [1] vikt karta	1
629, 744 s.	1
2 vol. (257, 224 s.)	1
2 vol. (296 s. ; 301 s.)	1
120 s. +	1
[32] s., [1] pl.-bl.	1
54 s., [3] pl.-bl.	1
64 s., [2] pl.-bl.	1
183, 372 s.	1
74 s., [7] pl. bl.	1
2 vol. (406 s.)	1
s. 343-534	1
14 s., [6] pl.-s.	1
S. 24-47	1
678 s., xlvi pl.-bl.	1
260 s., xvii pl.-s.	1
68 s. 20 pl.	1
182 bl.	1
viii, [6], 145, [2] s.	1
81, 15 s.	1
15 s., 12 pl.-bl.	1
39, L s.	1
85, 67 s.	1
S. [105]-108	1
S. 68-96	1
24 s., 21 pl.-s.	1
vii, 335 s.	1
[2], iv, [2], 206 s.	1
[12], 48, [4] s.	1
[2], 3-14 s.	1
[4], s. 5-15, [1] s.	1
[3], 4-16 s.	1
[11], s. 2-21, [3] s.	1
xvi, [8], 400 s., [1] vikt karta, [4] pl.-bl.	1
[5], 2-11, [1] s.	1
[9], 12 s.	1
[9] s., s. 2-20 ; 4:o	1
[2] s., s. 2-20	1
[2] s., s. 3-8 s.	1
[7], 33 s. (s. 34 blank)	1
[5] s., s. 2-12, [1] pl.-bl.	1
[4], 5-10 s.	1
[7], s. 2-10, [2] s.	1
[3] s., s. 2-10	1
[7], s. 2-15	1
[2] s., s. 2-23, [1] s.	1
S. 105-120	1
[7] s., s. 2-10	1
[5] s., 2-16, [2] s.	1
[11] s., s. 2-10	1
[2] s., s. 3-40	1
[2] s., s. 3-15, [1] s. ; 4:o	1
[6], 11 s.	1
[5] s., s. 2-9, [1] s.	1
[5] s., s. 2-10	1
[4] s., s. 5-10	1
[7] s., s. 2-13	1
[2] s., s. 3-8	1
[5] s., s. 6-15	1
S. 143-159	1
[4] s., s. 2-16	1
[3] s., s. 2-8	1
[2], s. 3-8	1
[5] s., s. 6-13, [1] s.	1
[5], s. 2-9, [1] s.	1
ix, 328 s.	1
s. 5-10	1
179, [6] s.	1
148 s., [5] pl.-s.	1
[4], 93, [2] s.	1
96 p.	1
84 s., 5 pl.	1
[5] s., s. 6-14	1
[2], 26, 6 pl.-bl.	1
31, [1] s. :b ill.	1
1558 s.	1
S.180-366	1
191 s., 13 pl.-bl.	1
259 s., 48 pl.-bl.	1
205 s., 15 pl.-bl.	1
[6], [1] 2-74 s.	1
19 s., bl.	1
[6] 1-199 [3] bl.	1
5 vol. (1 grav. portr., [2], viii, 852 s. ; 1031, [1] s. ; 974, [2] s. ; 844, [2] s. ; 988, [2] s.)	1
[27] s., [12] pl.-bl.	1
844 s.	1
s. 89-96	1
[2], 81, [7] s.	1
204, 6 s.	1
S. 71-162	1
s 350-363	1
808 s.	1
xxiii, 138 s.	1
192, [3] s.	1
S, 57-70	1
259, [6] s.	1
2 vol. (347 s., [3] kartbl. ; 440 s., [2] kartbl.)	1
viii, 266 s., [4] pl.-bl.	1
s. 571-574	1
410, [1] s.	1
669 s., 1 bl.	1
225 s., [4] pl.-bl.	1
[9], 503, [1] s., 4 portr.bl.	1
3 vol. (188 ; 191 ; 136 s.)	1
2 vol. (200 ; 200 s.)	1
68 s., vii pl.-bl.	1
156 s., xii pl.-bl.	1
240, 230, 64, 119 s.	1
S. 157-174	1
S. 5-[12]	1
S. [249]-288	1
193 s., 4 pl.-bl.	1
50 s., [3] tab.-s.	1
[4], 69, [3] s.	1
(62 s.)	1
61, [1] s. :b ill.	1
9, 30, 64 s.	1
[16], 184, [20] s.	1
272, 212 s.	1
2 vol.;(792 ; 790 s.)	1
105, [5] s.	1
[6], 311 s.	1
[2], 212, [1] s.	1
Örebro	1
[895]-938 s.	1
[90 s ]	1
256 s., [80] pl.-s.	1
164 s., 2 utv.-pl.	1
252, xxxxiv s.	1
S. 56-258	1
78 s., 1 utv.-karta	1
567 s., 4 pl.	1
137 s., 1 tab.	1
38 s., 3 tab.	1
19 s., 1 vikt pl.-bl.	1
viii, 361, [1] s.	1
57 s., 1 pl.-bl. (vikt)	1
9 vol. (i 35 häften)	1
x, 51 s., 108 pl.-s.	1
[28] s., s. 2-118, [95] s., s. 4-27, [2] s., s. 2-26	1
xxxii, 54 s.	1
622 s., 1 pl.-bl.	1
[2], xxiv, 504 s., [1] pl.	1
[4], 258, LIII, [3] s.	1
[4], 35 s., v pl.-bl.	1
51 s., 4 pl.bl	1
S. 93-96, 110-117	1
[2], xiv, [2], s. 13-315, 1 not-bl.	1
78 s., 4 pl.-bl. (i färg)	1
16 s., [1 pl.-bl.], [1 pl.-bl.] (vikt)	1
26 s. [1] pl.-bl.:;16 s.	1
[12], 24 s.	1
15 + 14 s.	1
110 s., [2] pl.-bl.	1
2 vol.;(xviii, 362; xii, 367, [01] s.)	1
[6], 25, [1] s.	1
25 [1] s.	1
[2], 59, [1] s., [1] pl.-bl.	1
[2] s., s. 3-19	1
49 s. [1] pl.-bl.	1
[6], 25 [1] s. 1 pl.-bl.	1
[6], 34, [2] s.	1
[4], 48 s. (s. 48 opag.)	1
[8], 32, [2] s., [1] vikt pl.-bl.	1
[04], 140, [02] s.	1
107 [3] s.	1
v, 125, [02] s.	1
xiv, 355 s., [1] bl.	1
106 s., 5 pl.-s.	1
[25] pl.-bl.	1
50, [14] s.	1
S. 207-277	1
xxx, [02], 110 s.	1
lxxxii s.	1
x, 161 s., 1 karta i färg	1
32 s., [8] pl.bl.	1
511 s., 13 pl.-bl.	1
[7] s, s. 2-24, [2] s.	1
[9] s., s. 2-31, [3] s.	1
S. 215-253	1
58 s., 4 pl.	1
72 s., 4 vikta kartbl.	1
[6], 362 s.	1
xvi, 159 s., 16, [1] pl.bl.	1
S. 198-205	1
[5] s., s. 2-33, [1] s., [1] vikt pl.-bl.	1
134 s., pl.-bl.	1
106, [3] s.	1
98, 24 s.	1
1-2	1
S. 25-55	1
210, [1] s	1
555 s., [7] pl.-bl., [1] vikt karta	1
64, XXV s.	1
xi, 359 s.	1
ix, [1], 341 s., 1 karta	1
[10] pl.-bl.,12 s.	1
[8], iii-viii, 365 s.	1
26, (1)s.	1
[8], [1] 10-42 s.	1
782 s.	1
83 s., 2 utvikbara bilagor	1
[2] pl.-bl., [4], 291 s.	1
26, [4] s.	1
S. [37]-67	1
91 s., [4] tab.	1
[10], 390, [3] s.	1
34, vi s., ii kartbl.	1
10 s., 3 vikta bl.	1
iv, 98 s., 8 pl.-bl.	1
S. [3]-22	1
76 s., 1 portr.	1
85, 49 s.	1
s. 407-424	1
S. [89]-123	1
395-400 s.	1
627-631 s.	1
92 s., 1 kartbl.	1
87 bl.	1
S. 524-570	1
S. 67-73	1
S. 349-357	1
vi, 107, [3] s.	1
118, [4] s.	1
[6] 114 [56] s.	1
[6], 200, [4] s.	1
xxxvi, 16 s.	1
x, 114 s.	1
2 vol. (144, 234 s.)	1
ii, 404, vi s.	1
3 vol. (vi, [1], 108 ; viii, [3], 234, [1] ; [5], 364, [1] s.)	1
vii, 437 s.	1
220 s., 1 pl-bl.	1
xiii, 14 s., [7] pl.-bl.	1
62, [1] s., [14] pl.-bl.	1
[6], 5-38 s.	1
98, 120 s.	1
448, [4] s.	1
126, 124 s.	1
[1], 88, 194, [3] s.	1
48 s., 8 bl.	1
[23] bl.	1
2 vol. (xiv, 560 s., 1 karta ; xiv, 564 s, 1 karta)	1
128 s., 1 vikt tab., 1kartbl.	1
S. 62-75	1
S. 411-443	1
v, 27 s., vikt karta	1
[4], 8 s., 1 pl.-bl.	1
xix, 26 s.	1
82 s., 9 pl.-bl.	1
832 s.	1
S. 193-142	1
226[2] s.	1
xxv, 254 s.	1
32 s. (s.31 felpaginerad, s.32 opaginerad)	1
S. 250-258	1
S. 49-72	1
134,(1) s.	1
s. 100-112.	1
2 vol.;(206 ; 149 s.)	1
27 s., v pl.-bl.	1
2 vol. (438; 468 s.) + bihang: Musikbilaga samlad och utgifven av Otto Goldschmidt	1
S. [255]-271	1
S. 384-394	1
S. 435-441	1
S. [69]-78	1
S. 378-381	1
S. 382-384	1
S. [73]-88	1
24 s., 12 pl.-s.	1
3 vol. (491; 501; 542 s.)	1
S. 50-61	1
xv, 780 s.	1
20 s., 4 pl.-s.	1
S. 321-343	1
[3], 168-340 [12] s.	1
[02], 69, [01] s.	1
[08], 164 s.	1
S. 185-355	1
S. [26]-41	1
62s.	1
255, 213 s.	1
122, 245 s.	1
xi, 304 s.	1
S. 234-236, pl.-bl. v	1
S. [753]-760	1
S. 247-268	1
S. 209-217	1
S. 251-296	1
8 s. & omsl., 3 pl.bl.	1
viii, 64 s.	1
xii, 567 [1] s., 1 pl.-bl.	1
[2] 56 s.	1
89 s., 1 utv.-pl.	1
vi, 762 s.	1
xxxv, 320 s.	1
xviii, 487 s.	1
90 s.; [8] pl.-bl	1
S. [330]-357	1
244 s., 32 pl.-bl.	1
140 s., 1 portr.bl.	1
[8], 225, [7] s.	1
80 s., 1 pl.-bl. (vikt)	1
S. 395-425	1
105 s., ix pl.-s.	1
118 s., 8 pl., 3 kartor	1
332, [36] pl.-s.	1
lxi, 336, [1] s.	1
44 s..	1
[1] s., s. 128-133	1
[8], 79 [1]	1
9, [7] s.	1
S. [1]-20	1
