orig	mod	comp	total
F. & G. Beijers -aktb	F. & G. Beijers -aktb	F. & G. Beijers -aktb	105
Framåt	Framåt	Framåt	102
Gernandt	Gernandt	Gernandt	101
Gernandts	Gernandt		0
Lantbruksförb:s tidskr.-	Lantbruksförb:s tidskr.-	Lantbruksförb:s tidskr.-	101
Lantbruksförb:s tidsk-	Lantbruksförb:s tidskr.-		0
Lantbruksförb:s tidskr.	Lantbruksförb:s tidskr.-	Lantbruksförb:s tidskr.	0
Lantbruksförb:s tidskr.-a/b	Lantbruksförb:s tidskr.-		0
Lantbruksförb:s tidskr.a.-b	Lantbruksförb:s tidskr.-		0
Lantbruksförb:s tidskrift	Lantbruksförb:s tidskr.-		0
Lantbruksförb:s tidskrifts	Lantbruksförb:s tidskr.-		0
Svea rike	Svea rike	Svea rike	99
[Svea rike	Svea rike		0
Wennerberg	Wennerberg	Wennerberg	98
Ed. Lundén	Ed. Lundén	Ed. Lundén	96
K.L. Beckman	K.L. Beckman	K.L. Beckman	96
Killbergs bokhandel	Killbergs bokhandel	Killbergs bokhandel	96
[Killbergs bokhandel	Killbergs bokhandel	[Killbergs bokhandel	0
[Kullbergs bokhandel	Killbergs bokhandel	[Kullbergs bokhandel	0
Billbergs bokhandel	Killbergs bokhandel		0
Dillbergs bokhandel	Killbergs bokhandel	Dillbergs bokhandel	0
Kullbergs bokhandel	Killbergs bokhandel		0
Skol	Skol	Skol	96
fören	fören	fören	95
[fören	fören	[fören	0
sfören	fören		0
Hellström	Hellström	Hellström	95
Sandbergs bokhandel	Sandbergs bokhandel	Sandbergs bokhandel	95
[Sandbergs bokhandel	Sandbergs bokhandel		0
Världslitteraturen	Världslitteraturen	Världslitteraturen	95
J. Beckman	J. Beckman	J. Beckman	93
Joh. Beckman	J. Beckman	Joh. Beckman	0
Lindstedts bokhandel	Lindstedts bokhandel	Lindstedts bokhandel	93
[Lindstedts bokhandel	Lindstedts bokhandel		0
Lindstedtss bokhandel	Lindstedts bokhandel		0
Norman	Norman	Norman	93
Normann	Norman		0
Normans	Norman		0
Norrman	Norman		0
Svithiod	Svithiod	Svithiod	93
Bergvall	Bergvall	Bergvall	92
Bergvalls	Bergvall	Bergvalls	0
Bervall	Bergvall		0
Gen.-st:s lit. anstalte	Gen.-st:s lit. anstalte	Gen.-st:s lit. anstalte	92
[Gen.-st:s lit. anstalte	Gen.-st:s lit. anstalte	[Gen.-st:s lit. anstalte	0
Gen.-st:s lit. anstalt	Gen.-st:s lit. anstalte		0
Gen.-st:s lit.anstalte	Gen.-st:s lit. anstalte		0
Hjalmar Lundberg & Gösta Olzon	Hjalmar Lundberg & Gösta Olzon	Hjalmar Lundberg & Gösta Olzon	92
Håkan Ohlsson	Håkan Ohlsson	Håkan Ohlsson	91
Håk. Ohlsson	Håkan Ohlsson		0
Norstedt & Söner	Norstedt & Söner	Norstedt & Söner	91
Nordstedt & Söner	Norstedt & Söner		0
Norstedt & söner	Norstedt & Söner	Norstedt & söner	0
Norstedt & Söners	Norstedt & Söner		0
Svenska missions	Svenska missions	Svenska missions	90
Svenska mission	Svenska missions	Svenska mission	0
Svenska missionstr	Svenska missions		0
Svenska missons	Svenska missions	Svenska missons	0
Arbetarnes tr	Arbetarnes tr	Arbetarnes tr	89
Arbetarens tr	Arbetarnes tr		0
Arbetarnas tr	Arbetarnes tr	Arbetarnas tr	0
Lamm	Lamm	Lamm	89
Univ	Univ	Univ	88
Fylgia	Fylgia	Fylgia	86
[Fylgia	Fylgia		0
Nya	Nya	Nya	86
C.A.V. Lundholm	C.A.V. Lundholm	C.A.V. Lundholm	84
Inst	Inst	Inst	84
Silén	Silén	Silén	84
C.E. Fritzes hofbokhandel	C.E. Fritzes hofbokhandel	C.E. Fritzes hofbokhandel	83
Carlson	Carlson	Carlson	83
Carlsons	Carlson		0
Carlsons-	Carlson		0
Carlsson	Carlson		0
Carlssons	Carlson	Carlssons	0
Aftonbladet	Aftonbladet	Aftonbladet	82
: Aftonbladet	Aftonbladet	: Aftonbladet	0
[Aftonbladet	Aftonbladet		0
Aftonbladets	Aftonbladet	Aftonbladets	0
Aftonblads	Aftonbladet		0
Almqvist & Wiksells skolböcker/Geber	Almqvist & Wiksells skolböcker/Geber	Almqvist & Wiksells skolböcker/Geber	82
Almqvist & Wiksells skolböcker	Almqvist & Wiksells skolböcker/Geber		0
Almqvist & Wiksells skolböcker / Geber	Almqvist & Wiksells skolböcker/Geber		0
Lutheran Augustana Book Concern	Lutheran Augustana Book Concern	Lutheran Augustana Book Concern	82
Svenska turistfören	Svenska turistfören	Svenska turistfören	82
[Svenska turistfören	Svenska turistfören		0
Svenska turisfören	Svenska turistfören		0
Svenska turistförening	Svenska turistfören	Svenska turistförening	0
Svea	Svea	Svea	81
Svea-	Svea	Svea-	0
Verdandi	Verdandi	Verdandi	81
[Verdandi	Verdandi		0
Skriv- & ritboks-a.-b	Skriv- & ritboks-a.-b	Skriv- & ritboks-a.-b	80
[Skriv- & ritboks	Skriv- & ritboks-a.-b		0
Skriv- & ritbok	Skriv- & ritboks-a.-b	Skriv- & ritbok	0
Skriv- & ritboks	Skriv- & ritboks-a.-b		0
Skriv- & ritboks-	Skriv- & ritboks-a.-b	Skriv- & ritboks-	0
Skriv- & Ritboks-:	Skriv- & ritboks-a.-b		0
Skriv- & ritboks-a.-b:s	Skriv- & ritboks-a.-b		0
Skriv- & ritboks a.-b	Skriv- & ritboks-a.-b	Skriv- & ritboks a.-b	0
Skriv- & ritboks.-a.-b	Skriv- & ritboks-a.-b		0
Skriv- & ritboks.a.-b	Skriv- & ritboks-a.-b		0
Skriv- & ritboksa.-b	Skriv- & ritboks-a.-b	Skriv- & ritboksa.-b	0
Skriv & ritboks a.-b	Skriv- & ritboks-a.-b		0
Tullberg	Tullberg	Tullberg	80
Tullbergs	Tullberg		0
Wezäta	Wezäta	Wezäta	80
[Wezäta	Wezäta		0
[Museet	[Museet	[Museet	79
Museet	[Museet	Museet	0
Kvinnliga missions arbetare	Kvinnliga missions arbetare	Kvinnliga missions arbetare	79
Kvinnliga missions-arbetare	Kvinnliga missions arbetare		0
Kvinnliga missions arb	Kvinnliga missions arbetare		0
Kvinnliga missions arbetere	Kvinnliga missions arbetare		0
Kvinnliga missionsarbetare	Kvinnliga missions arbetare	Kvinnliga missionsarbetare	0
Kvinnliga missons arbetare	Kvinnliga missions arbetare		0
Dagens böcker	Dagens böcker	Dagens böcker	78
s.n	s.n	s.n	77
Ingeniörsvetenskapsakad	Ingeniörsvetenskapsakad	Ingeniörsvetenskapsakad	76
[Ingeniörsvetenskapsakad	Ingeniörsvetenskapsakad		0
Ingeniörsvetenskapsakademien	Ingeniörsvetenskapsakad	Ingeniörsvetenskapsakademien	0
Ingenjörsvetenskapsakademien	Ingeniörsvetenskapsakad		0
Ingenjörsvetenskapsakademien (IVA	Ingeniörsvetenskapsakad		0
Orto	Orto	Orto	76
Svenska vitterhetssamf	Svenska vitterhetssamf	Svenska vitterhetssamf	75
Svenska vitterhetssamfundet	Svenska vitterhetssamf		0
Östgöta Correspondenten	Östgöta Correspondenten	Östgöta Correspondenten	75
[Östgöta correspondenten	Östgöta Correspondenten		0
Östgöta-correspondenten	Östgöta Correspondenten		0
Östgöta-Correspondenten	Östgöta Correspondenten	Östgöta-Correspondenten	0
Östgöta correspondenten	Östgöta Correspondenten	Östgöta correspondenten	0
Bröd. Borgström	Bröd. Borgström	Bröd. Borgström	74
Frennesson	Frennesson	Frennesson	74
Skandinaviska sexp	Skandinaviska sexp	Skandinaviska sexp	74
Skandinaviska -exp	Skandinaviska sexp	Skandinaviska -exp	0
Skandinaviska f.-exp	Skandinaviska sexp		0
Skandinaviska press	Skandinaviska sexp	Skandinaviska press	0
Skandinaviska s-exp	Skandinaviska sexp		0
Skandinaviska sexped	Skandinaviska sexp		0
Bröd. Lagerström	Bröd. Lagerström	Bröd. Lagerström	73
Lindström	Lindström	Lindström	73
Lindströms	Lindström	Lindströms	0
Linnström	Lindström	Linnström	0
Linnströms	Lindström		0
C. Blom	C. Blom	C. Blom	72
Holmström	Holmström	Holmström	70
Lelands musik	Lelands musik	Lelands musik	70
[Fritzes hovbokhandel] [	[Fritzes hovbokhandel] [	[Fritzes hovbokhandel] [	69
[Fritzes hovbokhandel	[Fritzes hovbokhandel] [	[Fritzes hovbokhandel	0
Fritzes hofbokhandel	[Fritzes hovbokhandel] [	Fritzes hofbokhandel	0
Fritzes hovbokhandel	[Fritzes hovbokhandel] [	Fritzes hovbokhandel	0
And. L. Löfström	And. L. Löfström	And. L. Löfström	69
Brand	Brand	Brand	69
Brandt	Brand		0
Brevskolan	Brevskolan	Brevskolan	69
[Brevskolan	Brevskolan		0
Brevskolan/F	Brevskolan		0
Almqvist & Wiksell i distr	Almqvist & Wiksell i distr	Almqvist & Wiksell i distr	68
Almqvist & Wicksell i distr	Almqvist & Wiksell i distr		0
Demokraten	Demokraten	Demokraten	68
- Demokraten	Demokraten	- Demokraten	0
Norstedt & S	Norstedt & S	Norstedt & S	68
Suomalaisen kirjallisuuden seura	Suomalaisen kirjallisuuden seura	Suomalaisen kirjallisuuden seura	68
Suomalainen kirjallisuuden seura	Suomalaisen kirjallisuuden seura	Suomalainen kirjallisuuden seura	0
Brudin	Brudin	Brudin	67
[Brudin	Brudin		0
Ekman	Ekman	Ekman	67
Folkskolans barntidning	Folkskolans barntidning	Folkskolans barntidning	67
Folkskolans barnt	Folkskolans barntidning		0
Folkskolans barntidn	Folkskolans barntidning	Folkskolans barntidn	0
Folkskolans barntidn:	Folkskolans barntidning		0
förening	förening	förening	67
sförening	förening	sförening	0
J.A. Lindblad	J.A. Lindblad	J.A. Lindblad	67
Pro caritate	Pro caritate	Pro caritate	67
[Pro caritate	Pro caritate		0
Pro caritates	Pro caritate		0
Svenska journalen	Svenska journalen	Svenska journalen	67
[Svenska journalen	Svenska journalen	[Svenska journalen	0
Sveriges kyrkl. studie-	Sveriges kyrkl. studie-	Sveriges kyrkl. studie-	67
[Sveriges kyrkl. studieförb	Sveriges kyrkl. studie-		0
Sveriges kyrkl. studie	Sveriges kyrkl. studie-	Sveriges kyrkl. studie	0
Sveriges kyrkl. studieförb	Sveriges kyrkl. studie-	Sveriges kyrkl. studieförb	0
Allmoge	Allmoge	Allmoge	66
[Allmoge	Allmoge		0
F. & G. Beijer	F. & G. Beijer	F. & G. Beijer	66
Ljungberg	Ljungberg	Ljungberg	66
Länstidn:s	Länstidn:s	Länstidn:s	66
Läns-tidn	Länstidn:s		0
Länstidn	Länstidn:s	Länstidn	0
Länstidn:s tr	Länstidn:s		0
Zetterlund & Thelander	Zetterlund & Thelander	Zetterlund & Thelander	66
Zetterlund & T elanders	Zetterlund & Thelander		0
Zetterlund & Thelanders	Zetterlund & Thelander		0
Zetterlund & Thelanders bok	Zetterlund & Thelander		0
[Univ	[Univ	[Univ	65
Bro	Bro	Bro	65
Frenckell	Frenckell	Frenckell	65
Frenckel	Frenckell	Frenckel	0
Gullberg	Gullberg	Gullberg	65
KF	KF	KF	65
Ahlins musik	Ahlins musik	Ahlins musik	64
Ahlings musik	Ahlins musik		0
Berlingska	Berlingska	Berlingska	64
Berlingske	Berlingska		0
E. Munksgaard	E. Munksgaard	E. Munksgaard	64
Gummerus	Gummerus	Gummerus	64
Gummereus	Gummerus		0
Lundholm	Lundholm	Lundholm	64
Ågren	Ågren	Ågren	64
Ågrens	Ågren	Ågrens	0
Berg	Berg	Berg	63
Bergh	Berg	Bergh	0
Berghs	Berg	Berghs	0
Engberg & Holmberg	Engberg & Holmberg	Engberg & Holmberg	63
Fahlcrantz & Co	Fahlcrantz & Co	Fahlcrantz & Co	63
Fahlcrantz & C:O	Fahlcrantz & Co		0
Fahlcrantz & co	Fahlcrantz & Co		0
Generalstens litografiska anstalt	Generalstens litografiska anstalt	Generalstens litografiska anstalt	63
Generalstens litografiska anst.	Generalstens litografiska anstalt		0
Generalstens litografiska anstalte	Generalstens litografiska anstalt	Generalstens litografiska anstalte	0
Klubben	Klubben	Klubben	63
[Klubben	Klubben	[Klubben	0
Schlager-	Schlager-	Schlager-	63
Schager	Schlager-		0
Schlager	Schlager-	Schlager	0
Schlagern	Schlager-		0
Södermanlands hembygds	Södermanlands hembygds	Södermanlands hembygds	63
[Södermanlands hembygds	Södermanlands hembygds		0
[Södermanlands hembygdsförb	Södermanlands hembygds		0
Södermanlands hembygdsförb	Södermanlands hembygds	Södermanlands hembygdsförb	0
Allehanda	Allehanda	Allehanda	62
Allehandas	Allehanda	Allehandas	0
Gumperts bokhandel	Gumperts bokhandel	Gumperts bokhandel	62
[Gumperts bokhandel	Gumperts bokhandel	[Gumperts bokhandel	0
Hjerta	Hjerta	Hjerta	62
[Hjerta	Hjerta		0
Svenska Kristliga stud.-rör	Svenska Kristliga stud.-rör	Svenska Kristliga stud.-rör	62
Z. Hæggströmsexp	Z. Hæggströmsexp	Z. Hæggströmsexp	62
Hæggströmsexp	Z. Hæggströmsexp	Hæggströmsexp	0
Östgöten	Östgöten	Östgöten	62
Östgötens	Östgöten	Östgötens	0
Hasse W. Tullberg	Hasse W. Tullberg	Hasse W. Tullberg	61
Skandia	Skandia	Skandia	61
[Skandia	Skandia		0
Skandias	Skandia		0
Skania	Skandia		0
Söderström & Co	Söderström & Co	Söderström & Co	61
Söderström & C	Söderström & Co	Söderström & C	0
Söderström & C.o	Söderström & Co		0
Söderström & co	Söderström & Co	Söderström & co	0
The Continental book co	The Continental book co	The Continental book co	61
Vakttornets bibel- & traktatsällsk	Vakttornets bibel- & traktatsällsk	Vakttornets bibel- & traktatsällsk	61
Vakttornets bibel- & traktatsällskap	Vakttornets bibel- & traktatsällsk	Vakttornets bibel- & traktatsällskap	0
Fr. Skoglund	Fr. Skoglund	Fr. Skoglund	60
Grönstedts musik	Grönstedts musik	Grönstedts musik	60
Norrköpings Tidn	Norrköpings Tidn	Norrköpings Tidn	60
Norrköpings tidn	Norrköpings Tidn	Norrköpings tidn	0
Norrköpings tidn: tr	Norrköpings Tidn		0
Norrköpings tidn:s	Norrköpings Tidn	Norrköpings tidn:s	0
Ph. Lindstedts universitetsbokhandel	Ph. Lindstedts universitetsbokhandel	Ph. Lindstedts universitetsbokhandel	60
Ph. Lindstedt universitetsbokhandel	Ph. Lindstedts universitetsbokhandel		0
Ph. Lindstedts universitets bokhandel	Ph. Lindstedts universitetsbokhandel	Ph. Lindstedts universitets bokhandel	0
Ph. Lindstedts universitetsbokhandel i distr	Ph. Lindstedts universitetsbokhandel	Ph. Lindstedts universitetsbokhandel i distr	0
Ph. Linstedts universitetsbokhandel	Ph. Lindstedts universitetsbokhandel		0
Samson & W	Samson & W	Samson & W	60
[Samson & W	Samson & W		0
Östersunds-Posten	Östersunds-Posten	Östersunds-Posten	60
[Östersunds-Posten	Östersunds-Posten		0
Östersunds-posten	Östersunds-Posten	Östersunds-posten	0
Östersunds-postens	Östersunds-Posten		0
Östersunds-Postens	Östersunds-Posten		0
Östersundspost:s	Östersunds-Posten		0
Östersundsposten	Östersunds-Posten	Östersundsposten	0
Östersundspostens	Östersunds-Posten	Östersundspostens	0
Engberg-Holmberg Publ. Co	Engberg-Holmberg Publ. Co	Engberg-Holmberg Publ. Co	59
Frälsningsarmén	Frälsningsarmén	Frälsningsarmén	59
[Frälsningsarmén	Frälsningsarmén		0
Frälsningsarméns	Frälsningsarmén		0
Löfström	Löfström	Löfström	59
[Löfström	Löfström		0
-a.-b	-a.-b	-a.-b	58
s-a.-b	-a.-b	s-a.-b	0
Axel Holmström	Axel Holmström	Axel Holmström	58
B. M:s	B. M:s	B. M:s	58
[B. M:s	B. M:s		0
B. M	B. M:s		0
B. M:	B. M:s	B. M:	0
Lundgrens söner	Lundgrens söner	Lundgrens söner	58
Lundgrens söners	Lundgrens söner	Lundgrens söners	0
Svenska freds- & skiljedomsfören	Svenska freds- & skiljedomsfören	Svenska freds- & skiljedomsfören	58
Svenska freds- & skiljedomsfören:	Svenska freds- & skiljedomsfören		0
Svenska freds- & skiljedomsförening	Svenska freds- & skiljedomsfören	Svenska freds- & skiljedomsförening	0
Sveska freds- & skiljedomsfören	Svenska freds- & skiljedomsfören		0
V. Petterson	V. Petterson	V. Petterson	58
Folket	Folket	Folket	57
'Folket	Folket		0
Foket	Folket		0
Sanningsvittnet	Sanningsvittnet	Sanningsvittnet	57
Sanningsvittner	Sanningsvittnet		0
EFS	EFS	EFS	56
Helgelseförb	Helgelseförb	Helgelseförb	56
Helgelseförb:	Helgelseförb		0
N.P. Pehrsson	N.P. Pehrsson	N.P. Pehrsson	56
[Allm. valmansförb	[Allm. valmansförb	[Allm. valmansförb	55
Allm. valmansförb	[Allm. valmansförb	Allm. valmansförb	0
Allm. Valmansförb:	[Allm. valmansförb	Allm. Valmansförb:	0
Fröléen & Co	Fröléen & Co	Fröléen & Co	55
Fröhléen & Comp	Fröléen & Co		0
Fröleen & Co	Fröléen & Co		0
Fröleén & Comp	Fröléen & Co		0
Fröléen & comp	Fröléen & Co		0
Fröléen & Comp	Fröléen & Co	Fröléen & Comp	0
I. Marcus	I. Marcus	I. Marcus	55
Stenström & Bartelson	Stenström & Bartelson	Stenström & Bartelson	55
[Stenström & Bartelson	Stenström & Bartelson		0
Stenström & Bartelsons	Stenström & Bartelson	Stenström & Bartelsons	0
Stenström & Bartelsov	Stenström & Bartelson		0
Stenström & Bartelsson	Stenström & Bartelson		0
Stenström & Bertilson	Stenström & Bartelson		0
Hanselli	Hanselli	Hanselli	54
[Hanselli	Hanselli		0
Svenska gods & gårdar	Svenska gods & gårdar	Svenska gods & gårdar	54
Affärsekonomi	Affärsekonomi	Affärsekonomi	53
affärsekonomi	Affärsekonomi		0
Fost.-stift	Fost.-stift	Fost.-stift	53
Helios	Helios	Helios	53
Åhlen & Åkerlund	Åhlen & Åkerlund	Åhlen & Åkerlund	53
Åhl'en & Åkerlund	Åhlen & Åkerlund	Åhl'en & Åkerlund	0
Baltiska	Baltiska	Baltiska	52
Baltisk	Baltiska		0
Församlingen	Församlingen	Församlingen	52
Församling	Församlingen		0
församlingen	Församlingen		0
H. Carlsons bokhandel	H. Carlsons bokhandel	H. Carlsons bokhandel	52
Meijel	Meijel	Meijel	52
Meijels	Meijel	Meijels	0
Svenska landsbygdens studieförb	Svenska landsbygdens studieförb	Svenska landsbygdens studieförb	52
[Svenska landsbygdens studieförb	Svenska landsbygdens studieförb		0
Svenska landsbygdens studie	Svenska landsbygdens studieförb		0
Wald. Zachrisson	Wald. Zachrisson	Wald. Zachrisson	52
wald. Zachrisson	Wald. Zachrisson		0
Wald. Zachrisson i	Wald. Zachrisson		0
Wald. Zachrissons	Wald. Zachrisson		0
Albert Bonnier	Albert Bonnier	Albert Bonnier	51
Bermann-Fischer	Bermann-Fischer	Bermann-Fischer	51
[Bermann-Fischer	Bermann-Fischer		0
Bermann-Fischer vlg	Bermann-Fischer		0
Bermann-Fisher	Bermann-Fischer		0
Edquist	Edquist	Edquist	51
Gotlänningen	Gotlänningen	Gotlänningen	51
Gotlänningens	Gotlänningen	Gotlänningens	0
Gottlänningens	Gotlänningen	Gottlänningens	0
Svanbäck	Svanbäk	Svanbäk	51
Svanbäcks	Svanbäk	Svanbäcks	0
W. Schultz	W. Schultz	W. Schultz	51
Diakonissanstalte	Diakonissanstalte	Diakonissanstalte	50
[Diakonissanstalte	Diakonissanstalte		0
ICA-	ICA-	ICA-	50
Seelig & Co	Seelig & Co	Seelig & Co	50
Skånska centraltr	Skånska centraltr	Skånska centraltr	50
Skånska central	Skånska centraltr		0
Skånska centralltr	Skånska centraltr		0
Steinsvik	Steinsvik	Steinsvik	50
Steinvik	Steinsvik		0
Weijmer	Weijmer	Weijmer	50
Weijmers	Weijmer	Weijmers	0
Weimer	Weijmer		0
Weimers	Weijmer		0
Bohlin & Co	Bohlin & Co	Bohlin & Co	49
Bohlin & co	Bohlin & Co	Bohlin & co	0
G. Chelius	G. Chelius	G. Chelius	49
Sohlman	Sohlman	Sohlman	49
Sohlmans	Sohlman		0
C.E. Fritzes bokhandel	C.E. Fritzes bokhandel	C.E. Fritzes bokhandel	48
Dalarnes tidning- & bok-a.-b	Dalarnes tidning- & bok-a.-b	Dalarnes tidning- & bok-a.-b	48
[Dalarnes tidning- & bok-a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnas tidning & bok-a.b	Dalarnes tidning- & bok-a.-b		0
Dalarnas tidning & bok a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnas tidnings- & bok a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnas tidnings &	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidning	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidning- &	Dalarnes tidning- & bok-a.-b	Dalarnes tidning- &	0
Dalarnes tidning- & bok	Dalarnes tidning- & bok-a.-b	Dalarnes tidning- & bok	0
Dalarnes tidning- & bok-	Dalarnes tidning- & bok-a.-b	Dalarnes tidning- & bok-	0
Dalarnes tidning- & bok a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidning-o.	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidning & bok-a.-b	Dalarnes tidning- & bok-a.-b	Dalarnes tidning & bok-a.-b	0
Dalarnes tidning & bok a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings- &	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings- & bok	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings- & bok-	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings- & bok-a.-b	Dalarnes tidning- & bok-a.-b	Dalarnes tidnings- & bok-a.-b	0
Dalarnes tidnings- & bok a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings- & bokt.-a.-b	Dalarnes tidning- & bok-a.-b		0
Dalarnes tidnings & bok-	Dalarnes tidning- & bok-a.-b		0
Ed. Odeon	Ed. Odeon	Ed. Odeon	48
Ed.Odeon	Ed. Odeon		0
Elkan & Schildknecht	Elkan & Schildknecht	Elkan & Schildknecht	48
Elkan & Schieldknecht	Elkan & Schildknecht		0
Elkan & Schildkencht	Elkan & Schildknecht		0
Elkan & Schildknrcht	Elkan & Schildknecht		0
Götatr	Götatr	Götatr	48
Göta-tr	Götatr	Göta-tr	0
Göta tr	Götatr		0
Hermes	Hermes	Hermes	48
J. Hasselgren	J. Hasselgren	J. Hasselgren	48
Jämtlands-Posten	Jämtlands-Posten	Jämtlands-Posten	48
Jämtland-Posten	Jämtlands-Posten		0
Jämtlands-posten	Jämtlands-Posten	Jämtlands-posten	0
Jämtlandspost:s	Jämtlands-Posten		0
Jämtlandsposten	Jämtlands-Posten	Jämtlandsposten	0
Jämtlandspostens	Jämtlands-Posten	Jämtlandspostens	0
Jämtlandspostens tr	Jämtlands-Posten		0
National	National	National	48
National-	National	National-	0
Nationale	National		0
Nationaltr	National	Nationaltr	0
Nationaltryck	National		0
Sverges kommunistiska parti	Sverges kommunistiska parti	Sverges kommunistiska parti	48
[Sverges kommunistiska parti	Sverges kommunistiska parti		0
Trycksaker	Trycksaker	Trycksaker	48
Julbudskapet	Julbudskapet	Julbudskapet	47
Kristianstads läns tidn	Kristianstads läns tidn	Kristianstads läns tidn	47
Kristianstad läns tidn	Kristianstads läns tidn		0
Kristianstads läns tidn:s	Kristianstads läns tidn		0
Kristianstads läns tidning	Kristianstads läns tidn	Kristianstads läns tidning	0
Kristianstads läns tidnings tr	Kristianstads läns tidn		0
Kristianstads länstr	Kristianstads läns tidn		0
Skolan för bokhantverk	Skolan för bokhantverk	Skolan för bokhantverk	47
[Skolan för bokhantverk	Skolan för bokhantverk	[Skolan för bokhantverk	0
Skolan för Bokhantverk	Skolan för bokhantverk		0
Barometern	Barometern	Barometern	46
[Barometern	Barometern		0
Barometernas	Barometern		0
Barometerns	Barometern	Barometerns	0
Barometerns tr	Barometern		0
Brockhaus	Brockhaus	Brockhaus	46
E.G. Johansson	E.G. Johansson	E.G. Johansson	46
Ed. Kejving	Ed. Kejving	Ed. Kejving	46
Ed. Kejwing	Ed. Kejving		0
Ed. Kjeving	Ed. Kejving	Ed. Kjeving	0
G. Lindström	G. Lindström	G. Lindström	46
H. Schildt	H. Schildt	H. Schildt	46
Lindstedt	Lindstedt	Lindstedt	46
[Lindstedt	Lindstedt		0
Lindstedts	Lindstedt	Lindstedts	0
M. Bergvall	M. Bergvall	M. Bergvall	46
Sonora musik	Sonora musik	Sonora musik	46
W. Zachrisson	W. Zachrisson	W. Zachrisson	46
Dagen	Dagen	Dagen	45
Dagens	Dagen	Dagens	0
E. Olofsson	E. Olofsson	E. Olofsson	45
Eesti kirjanike kooperatiiv	Eesti kirjanike kooperatiiv	Eesti kirjanike kooperatiiv	45
