original_publisher	modified_publisher
Imprimerie générale A. Lahur	Imprimerie generale A. Lahur
Imprimerie impériale	Imprimerie imperiale
Imprimiere de Fr. Berling	Imprimiere de Frederic Berling
In Commission bei Jacob Dybwad	In Commission bei Jacob Dybvad
in officinâ typographicâ imprimebat Johannes Vogelius, Academiæ Typogr	in officina typographica imprimebat Johannes Vogelius, Academiä Typogr
Informationsbyrån Mellanfolkligt samarbete för fred & Världssamling för fred, Svenska kommittén	Informationsbyrån Mellanfolkligt samarbete för fred & Världssamling för fred, Svenska kommitten
Ingeniörsfirma P. Engwall	Ingeniörsfirma P. Engvall
Inst. Romanum Finlandiæ	Inst. Romanum Finlandiä
Institut für Münzkunde und- Archaeologie der P. Pázmány-Universität	Institut fyr Mynzkunde und- Archaeologie der P. Pazmany-Universität
Institut Jaques-Dalcroze	Institut Jaqves-Dalcroze
Institut Suédois	Institut Suedois
Institute of Freshwater Research	Institute of Freshvater Research
Institutet för hälso- & sjukvårdsekonomi	Institutet för hälso- & sjuqvårdsekonomi
Internationella arbetarkommittén	Internationella arbetarkommitten
Iowa Board of Immigration	Iova Board of Immigration
Irwin	Irvin
Íslendingasagnaútgáfan haukadalsútgáfan	Íslendingasagnaútgafan haukadalsútgafan
Islenzk-sænska felagið Svi<U+0315>þjo<U+0309>ð	Islenzk-sänska felagið Svi<U+0315>þjo<U+0309>ð
Isaac Marcu	Isåc Marcu
Isaac Marcus' yckeri-	Isåc Marcus' yckeri-
Isaac Marcus bok	Isåc Marcus bok
Isaac Marcus Bok	Isåc Marcus Bok
Isaac Marcus bok-	Isåc Marcus bok-
Isaac Utter	Isåc Utter
Isaak Marcus	Isåk Marcus
Ivar Durgés bilskola	Ivar Durges bilskola
Ivar Hæggström G. L-k	Ivar Häggström G. L-k
Ivar Hæggströms	Ivar Häggströms
Ivar Hæggströms bok-	Ivar Häggströms bok-
Ivar Hæggströms bok- & s-	Ivar Häggströms bok- & s-
Ivar Hæggströms bok & -	Ivar Häggströms bok & -
Iwar Hæggströmyckeri	Ivar Häggströmyckeri
Ivar Hæggsttrömyckeri	Ivar Häggsttrömyckeri
Ivar Hæggstöm	Ivar Häggstöm
Iwo	Ivo
J. Aug. Pettersson	J. August Pettersson
J. Cederwaller & son	J. Cedervaller & son
J. Chr. Gundersens	J. Christian Gundersens
J. Comét	J. Comet
J. Jørgensen	J. Jörgensen
J. Leufvmark	J. Leuvmark
J. Lindholms kliché- frik & grafiska anstalt	J. Lindholms kliche- frik & grafiska anstalt
J. Olsén	J. Olsen
J. Sandwall	J. Sandvall
J. Simelli Arfvingar	J. Simelli Arvingar
J.G. Sjöquist	J.G. Sjöqvist
J.G. Swartz	J.G. Svartz
J.N. Nyrén	J.N. Nyren
J.O. Löwing	J.O. Löving
J.P. Hansén	J.P. Hansen
Joh. A. Svenssonyckeri	Johan A. Svenssonyckeri
Joh. Bæckström	Johan Bäckström
Joh. Chr. Krieger	Johan Christian Krieger
Joh. Friedr.Hartknoch	Johan Friedr.Hartknoch
Joh. Johansson	Johan Johansson
Joh. Lagerström	Johan Lagerström
Joh. Lindholm	Johan Lindholm
Joh. Olssons	Johan Olssons
Joh. Sahlberg	Johan Sahlberg
Joh. Sam. Ekmanson	Johan Samuel Ekmanson
 Johanson & son	Johanson & son
John L. Anderson 	John L. Anderson
Jos. Seligmann's Buchhandlung	Josef Seligmann's Buchhandlung
Jos. Seligmann & co	Josef Seligmann & co
Jos. Seligmanns	Josef Seligmanns
Jos. Seligmanns bokhandel	Josef Seligmanns bokhandel
Jubiléumsutställningen	Jubileumsutställningen
Judæa	Judäa
Julius Syrén & Co	Julius Syren & Co
Junker und Dünhaupt	Junker und Dynhaupt
Junker und Dünnhaupt	Junker und Dynnhaupt
Junker und Dünnhaupt Vlg	Junker und Dynnhaupt Vlg
Jönköpings allmänna nykterhetskommitté	Jönköpings allmänna nykterhetskommitte
Jørgensen	Jörgensen
K. Vitterhets historie & antikvitets akad	K. Vitterhets historie & antiqvitets akad
K. vitterhets historie & antikvitets akademien	K. vitterhets historie & antiqvitets akademien
K.H. Granquist	K.H. Granqvist
K.L. Larsén	K.L. Larsen
K.R. Langewiesche	K.R. Langeviesche
Kalmar Ångkvarns Kommanditbolag	Kalmar Ångqvarns Kommanditbolag
Karl Haas'sche Buchhandlung	Karl Hås'sche Buchhandlung
Karl J. Trübner	Karl J. Trybner
Karl Schønberg	Karl Schönberg
Kegan Paul, Trench, Trübner & Co	Kegan Paul, Trench, Trybner & Co
Kewe	Keve
Khvn. Levin & Munksgaard	Khvn. Levin & Munksgård
King's Crown P	King's Crovn P
King's Crown Press	King's Crovn Press
Kir. M. Pázmány Péter Tudományegyetemi Görög Filológiai Intézet	Kir. M. Pazmany Peter Tudomanyegyetemi Görög Filológiai Intezet
Kiwekäs	Kivekäs
Klas Sondén	Klas Sonden
kliché-	kliche-
kliché- & -	kliche- & -
kommittén	kommitten
Kommittén f. Evangeliska mission i Ryssland	Kommitten f. Evangeliska mission i Ryssland
Kommittén för En bok om Malma, Malma pastorsexp	Kommitten för En bok om Malma, Malma pastorsexp
Kommittén för Gränna stads historia	Kommitten för Gränna stads historia
Kommittén för Kumla sockens historia Kommunalkontoret	Kommitten för Kumla sockens historia Kommunalkontoret
Kommittén för samarbete mellan nykterhets- & fackföreningsrörelsen	Kommitten för samarbete mellan nykterhets- & fackföreningsrörelsen
Kommittén för sexualetisk fostran inom K. F. U. M:s riksförbund	Kommitten för sexualetisk fostran inom K. F. U. M:s riksförbund
Kommittén för standardisering av byggnadsmaterial	Kommitten för standardisering av byggnadsmaterial
Kommittén mot krig & militarism	Kommitten mot krig & militarism
Kommitténs för evangelisk mission i Ryssland	Kommittens för evangelisk mission i Ryssland
Konr. Ericsson	Konrad Ericsson
Konstnärernas opinionskommitté	Konstnärernas opinionskommitte
Konsumentkommittén för jordbruksfrågor	Konsumentkommitten för jordbruksfrågor
Kooperativa /Rén & Sjögren	Kooperativa /Ren & Sjögren
Kooperativa kvinno-gilles	Kooperativa qvinno-gilles
Kooperativa kvinnogilles	Kooperativa qvinnogilles
Kristliga fören:n af unga kvinnor	Kristliga fören:n af unga qvinnor
Kristliga förening af unga kvinnor	Kristliga förening af unga qvinnor
Kronwall	Kronvall
Kungliga Arméförvaltningen	Kungliga Armeförvaltningen
Kungliga Armémuseum	Kungliga Armemuseum
Kungliga finska yckeriet hos Joh. Arv. Carlbomm	Kungliga finska yckeriet hos Johan Arv. Carlbomm
Kungliga Vitterhets-, historie- & antikvitets- akademien	Kungliga Vitterhets-, historie- & antiqvitets- akademien
Kungliga Vitterhets-, historie- & antikvitets akademien	Kungliga Vitterhets-, historie- & antiqvitets akademien
Kungliga Vitterhets historie & antikvitets akademien	Kungliga Vitterhets historie & antiqvitets akademien
Kungsholm cruise news	Kungsholm cruise nevs
Kvinnoföreningarnas beredskapskommitté	Kvinnoföreningarnas beredskapskommitte
Kühn	Kyhn
Kümmerly & Frey, Geographischer Verlag	Kymmerly & Frey, Geographischer Verlag
Kürzels	Kyrzels
L'éditeur	L'editeur
L'institut de psychotechnique de l'université de Göteborg	L'institut de psychotechniqve de l'universite de Göteborg
L'Oréal	L'Oreal
L. Gust. Rylander	L. Gustav Rylander
L. Hazén	L. Hazen
L. Hulthén	L. Hulthen
L. Laurén	L. Lauren
L. Littorins & Hj. Möllers bokhandel	L. Littorins & Hjalmar Möllers bokhandel
L. Silén	L. Silen
L.J. Svensson-Clémentz	L.J. Svensson-Clementz
La Bibliothèque française	La Bibliotheqve française
Landesgruppe deutscher Gewerkschafter in Schweden	Landesgruppe deutscher Geverkschafter in Schveden
Landsbygdens kvinnotidning	Landsbygdens qvinnotidning
Langewiesche Vlg	Langeviesche Vlg
Larévo	Larevo
Lars Frölén	Lars Frölen
Lengertz antikvariatbokhandel	Lengertz antiqvariatbokhandel
Les Écrivains Réunis	Les Écrivains Reunis
Les Éditions Lumiére	Les Éditions Lumiere
Lewin	Levin
Lewis	Levis
Libraire ancienne Honoré Champion	Libraire ancienne Honore Champion
Libraire scientifique Van Goethem & Cie	Libraire scientifiqve Van Goethem & Cie
Librairie académique	Librairie academiqve
Librairie Académique Perrin	Librairie Academiqve Perrin
Librairie ancienne Honoré Champion	Librairie ancienne Honore Champion
Librairie cynégétique	Librairie cynegetiqve
Librairie de A. Courcier, éditeur	Librairie de A. Courcier, editeur
Librairie de la Société de la mission suédoise	Librairie de la Societe de la mission suedoise
Librairie européenne C. Muquardt	Librairie europeenne C. Muqvardt
Librairie Félix Alcan	Librairie Felix Alcan
Librairie Garnier Fréres	Librairie Garnier Freres
Librairie générale de droit et de jurisprudence	Librairie generale de droit et de jurisprudence
Librairie Philosophique J. Vrin	Librairie Philosophiqve J. Vrin
Librarie Félix Alcan	Librarie Felix Alcan
Librería de la viuda é hijos de Quiroga	Librería de la viuda e hijos de Quiroga
Lifförsäkrings- Nordstjernans hufvudkontor	Lifförsäkrings- Nordstjernans huvudkontor
Lindelöw & Ericsons	Lindelöv & Ericsons
Lindelöw & Ericssons	Lindelöv & Ericssons
Lindsténs pappersindustri	Lindstens pappersindustri
Lingkommittén	Lingkommitten
Linköpings antikvariat	Linköpings antiqvariat
Liptos Miklás	Liptos Miklas
litteris Joh. Fr. Edman	litteris Johan Frederic Edman
Little, Brown and company	Little, Brovn and company
Little, Brown, and Co	Little, Brovn, and Co
Little, Brown, and Company	Little, Brovn, and Company
Littoin Rydén	Littoin Ryden
Littorin Rydén i 50 numr. ex	Littorin Ryden i 50 numr. ex
Liwén	Liven
Loewes Verl	Loeves Verl
Longman, Brown, Green, and Longmans	Longman, Brovn, Green, and Longmans
Longman, Brown, Green, Longmans, and Roberts	Longman, Brovn, Green, Longmans, and Roberts
Low, Marston	Lov, Marston
Ludw. Simonson	Ludv. Simonson
Ludw. Simonsson	Ludv. Simonsson
Ludw. Öberg	Ludv. Öberg
Lundequists bokhandel	Lundeqvists bokhandel
Lundquists musikhandel	Lundqvists musikhandel
Lynn News and County Press	Lynn Nevs and County Press
Löjtnant F. Kronwall	Löjtnant F. Kronvall
Löwegren	Lövegren
Löwenstern, Vorsitzender des >>Medelklassens Riks>>	Lövenstern, Vorsitzender des >>Medelklassens Riks>>
M. Barkéns eftr	M. Barkens eftr
M. Formanowski	M. Formanovski
M. Hayez imprimeur éditeur	M. Hayez imprimeur editeur
M. Perwe	M. Perve
M. Swahn	M. Svahn
Machlakah Laalijah miGermania Schealjad Maskiruth Hakibuz Hameuchad	Machlakah Lålijah miGermania Schealjad Maskiruth Hakibuz Hameuchad
Magn. Bergvall. u. å	Magnus Bergvall. u. å
Magn. Bergvalls	Magnus Bergvalls
Magnus Swederus	Magnus Svederus
Magyar Intézet	Magyar Intezet
Majgrefven	Majgreven
Malcus Holmquist	Malcus Holmqvist
Malmö stora walskvarn	Malmö stora valsqvarn
Malmö Stora Walskvarn	Malmö Stora Walsqvarn
Manntamálarád	Manntamalarad
Marchlewski	Marchlevski
McGraw-Hill book company, inc	McGrav-Hill book company, inc
McGraw-Hill Book Company, inc	McGrav-Hill Book Company, inc
McGraw Hill	McGrav Hill
med Joh. L. Horrns, Kungliga antiquit archiv. bok bekostnad	med Johan L. Horrns, Kungliga antiqvit archiv. bok bekostnad
Medén & Bäckmark	Meden & Bäckmark
Medisinaldirektørens kontor	Medisinaldirektörens kontor
Melbourne university press in association with Oxford university press, London	Melbourne university press in association vith Oxford university press, London
 mellan Sveriges K. F. U. M	mellan Sveriges K. F. U. M
Mémoires de l'académie de Vaucluse	Memoires de l'academie de Vaucluse
Messageries évangéliques	Messageries evangeliqves
Metro-Goldwyn-Mayer	Metro-Goldvyn-Mayer
Meyer & Müller	Meyer & Myller
Ministère du commerce, de l'industrie et des colonies	Ministere du commerce, de l'industrie et des colonies
Ministère Royal des affaires étrangères	Ministere Royal des affaires etrangeres
Mishinki swidish	Mishinki svidish
Mission évangélique	Mission evangeliqve
Mission évangélique suédoise	Mission evangeliqve suedoise
Mission suédoise	Mission suedoise
Missionary Socciety of the New Church	Missionary Socciety of the Nev Church
Morawe & Scheffelt	Morave & Scheffelt
 Motala verkstad	Motala verkstad
Mowbray	Movbray
Musée des beaux-arts	Musee des beaux-arts
Museum of the Far Eastern antiquities	Museum of the Far Eastern antiqvities
Mühlau	Myhlau
Müller'schen Buchhandlung	Myller'schen Buchhandlung
Münchens Bryggeri	Mynchens Bryggeri
Møller & Thomsen	Möller & Thomsen
N. Fr. Hansens bokhandel	N. Frederic Hansens bokhandel
N.G. Elwert'sche Universitäts-Buchhandlung	N.G. Elvert'sche Universitäts-Buchhandlung
N.G. Elwert'sche Verlagsbuchhandlung	N.G. Elvert'sche Verlagsbuchhandlung
N.G. Elwertsche Verlagsbuchhandlung	N.G. Elvertsche Verlagsbuchhandlung
N.P. Thuré	N.P. Thure
N.P. Turé	N.P. Ture
N.T:s propagandaavdelning	N.T:s propagandåvdelning
Naklad. Ceskoslovenské akademie ved	Naklad. Ceskoslovenske akademie ved
Nakladatelské družstvo máje	Nakladatelske družstvo maje
Nakladatelství Ceskoslovenské akademie ved	Nakladatelství Ceskoslovenske akademie ved
Nákladem Ceské Akademie	Nakladem Ceske Akademie
Nákladem ceske Akademie ved a umení	Nakladem ceske Akademie ved a umení
Nákladem ceské Akademie ved a umení	Nakladem ceske Akademie ved a umení
Nákladem Josefa Uhra	Nakladem Josefa Uhra
Nakladem Towarzystwa naukowego	Nakladem Tovarzystva naukovego
Nákladem vlastnim	Nakladem vlastnim
National Bureau of Economic Research in cooperation with the Committee on Recent Economic Changes	National Bureau of Economic Research in cooperation vith the Committee on Recent Economic Changes
Naturhist. riksmuséet	Naturhist. riksmuseet
Naturwissenschaftliche Gesellschaft Isis	Naturvissenschaftliche Gesellschaft Isis
New Church Board of Publication	Nev Church Board of Publication
New Church Press	Nev Church Press
New Jersey Society of Pennsylvania	Nev Jersey Society of Pennsylvania
New Sweden Historical Association	Nev Sveden Historical Association
New York State Publad Co	Nev York State Publad Co
New York U.P	Nev York U.P
Newbery, Hodson	Nevbery, Hodson
Niloé: Hermes	Niloe: Hermes
Nils Adamssons sjukvårdsaffär	Nils Adamssons sjuqvårdsaffär
Nilsson & Rosenkvist	Nilsson & Rosenqvist
No pasarán	No pasaran
Norden i Genève	Norden i Geneve
Nordisk lawn-tennis	Nordisk lavn-tennis
Nordiska /Åhlén & Åkerlund	Nordiska /Åhlen & Åkerlund
Nordiska antikvariska bokhandel	Nordiska antiqvariska bokhandel
Nordiska antikvariska bokhandeln	Nordiska antiqvariska bokhandeln
Nordkvists musik	Nordqvists musik
Noréns	Norens
Norrköpings bomullsväfveri	Norrköpings bomullsväveri
Norrköpings fackliga centralorganisations arbetslöshetskommitté	Norrköpings fackliga centralorganisations arbetslöshetskommitte
Norsk næringslivykkeri	Norsk näringslivykkeri
Northwestern Univ	Northvestern Univ
Nya kyrkans budskap. Tegnérlunden 7	Nya kyrkans budskap. Tegnerlunden 7
Nykterhets-arméns generalst	Nykterhets-armens generalst
Nykterhetsfolkets centralkommitté	Nykterhetsfolkets centralkommitte
Nykterhetsfolkets utställningskommitté i Göteborg	Nykterhetsfolkets utställningskommitte i Göteborg
Nyrén	Nyren
Næslund & Brunius	Näslund & Brunius
Nässén	Nässen
O. Carlén	O. Carlen
Observatoire météorologique de l'Université d'Uppsala	Observatoire meteorologiqve de l'Universite d'Uppsala
Odyssé	Odysse
Oficyna poetów i malarzy	Oficyna poetóv i malarzy
Ohlséns bokhandel	Ohlsens bokhandel
Olins Antikvariat	Olins Antiqvariat
Olsén & Vennerholm	Olsen & Vennerholm
Olsén & Wennerholm	Olsen & Wennerholm
Oma maa	Oma må
Orell Füssli	Orell Fyssli
Osc. Jansson	Oscar Jansson
Oswald Terkelsen	Osvald Terkelsen
Otto Dalkvist	Otto Dalqvist
Otto Harrassowitz	Otto Harrassovitz
P. Ad. Huldberg	P. Adolf Huldberg
P. Enequist	P. Eneqvist
P. Haase	P. Håse
P. Sohm aux dépens de J.C. Holmberg	P. Sohm aux depens de J.C. Holmberg
P. Söderhaw	P. Söderhav
P.W. Lengquist	P.W. Lengqvist
Páll Sveinsson	Pall Sveinsson
Palmblad & C. MDCCCXXXIV. Gryphiæ apud E. Mauritium	Palmblad & C. MDCCCXXXIV. Gryphiä apud E. Mauritium
Palmér	Palmer
Palmær	Palmär
Palmær & Ridderstad	Palmär & Ridderstad
Panstwowe Wydawnictwo Naukowe	Panstvove Wydavnictvo Naukove
Pariserkomitén	Pariserkomiten
Pastor A. Th. Lindberg	Pastor A. Thorvald Lindberg
Pedagogiska samarbetskommittén i Örebro läns södra inspektionsområde	Pedagogiska samarbetskommitten i Örebro läns södra inspektionsområde
Périchon	Perichon
 Perioden	Perioden
Ph. H.G. Hagberg	Philip H.G. Hagberg
Ph. Lindstedt universitetsbokhandel	Philip Lindstedt universitetsbokhandel
Ph. Linstedts universitetsbokhandel	Philip Linstedts universitetsbokhandel
Ph. Maas	Philip Mås
Ph. Maass & Co	Philip Måss & Co
Pontificia Università gregoriana	Pontificia Universita gregoriana
Pontificia Università Gregoriana	Pontificia Universita Gregoriana
Poselstwo rzeczypospolitej Polskiej w Sztokholmie	Poselstvo rzeczypospolitej Polskiej v Sztokholmie
Powwow	Povvov
Pred. Gust. Berg	Pred. Gustav Berg
Princeton university press for the American-Scandinavian foundation, New York	Princeton university press for the American-Scandinavian foundation, Nev York
Princeton University Press for the American-Scandinavian Foundation, New York	Princeton University Press for the American-Scandinavian Foundation, Nev York
Printed by Grøndahl & søn	Printed by Gröndahl & sön
Printed for and presented by The New York Bible and Common Prayer Book Society	Printed for and presented by The Nev York Bible and Common Prayer Book Society
printed for Robert Baldwin ... sold also by William Blackwood, Edinburgh, and John Cumming, Dublin	printed for Robert Baldvin ... sold also by William Blacqvood, Edinburgh, and John Cumming, Dublin
Propagandakommittén Välj svensk vara	Propagandakommitten Välj svensk vara
Protat frères	Protat freres
Published for the Church Historical Society by Society for Promoting Christian Knowledge	Published for the Church Historical Society by Society for Promoting Christian Knovledge
Published for the College by H.K. Lewis	Published for the College by H.K. Levis
Puttkammer & Mühlbrecht	Puttkammer & Myhlbrecht
Paa Hofboghandler J.H. Schubothe, trykt hos Andreas Seidelin	På Hofboghandler J.H. Schubothe, trykt hos Andreas Seidelin
Päivänsalo, Paavo	Päivänsalo, Påvo
kvinnliga mission-arb:sförbund	qvinnliga mission-arb:sförbund
R. Fåhræus	R. Fåhräus
R. Lindquist	R. Lindqvist
R. Löwit	R. Lövit
R. Sahlbergs antiqwariat	R. Sahlbergs antiqvariat
R. Stenwall	R. Stenvall
R. Wawrinsky	R. Wavrinsky
R. Åhlén	R. Åhlen
R.D. Irwin	R.D. Irvin
 Radeliumelement	Radeliumelement
Ramkvilla hembygdsförening	Ramqvilla hembygdsförening
red. G. Palmquist, box 34	red. G. Palmqvist, box 34
Red:kommittén för RSB:s historia	Red:kommitten för RSB:s historia
Redaktionskommittén för Finland under korsfanan	Redaktionskommitten för Finland under korsfanan
Redaktionskommittén för Svenska barn i bild	Redaktionskommitten för Svenska barn i bild
Redaktionskommittén för Sverige i vapen	Redaktionskommitten för Sverige i vapen
Reichsausschuss für Fremdenverkehr	Reichsausschuss fyr Fremdenverkehr
Reinh. Grape	Reinhard Grape
Reinh. Hörnell	Reinhard Hörnell
Reinwald	Reinvald
Rektor Montén, Tekn. lärov	Rektor Monten, Tekn. lärov
Restaureringskommittén	Restaureringskommitten
Review & Herald - & förening	Reviev & Herald - & förening
Review & Herald bolag	Reviev & Herald bolag
Review & Herald s- & bolag	Reviev & Herald s- & bolag
Review & Heralds bolag	Reviev & Heralds bolag
Review and Herald Pub. Co	Reviev and Herald Pub. Co
Review and Herald sförening	Reviev and Herald sförening
Review Publishers' Company	Reviev Publishers' Company
Revista Homilética	Revista Homiletica
Riksidrottsförb:-idrottsplatskommitté	Riksidrottsförb:-idrottsplatskommitte
Riksidrottsförb:s idrottsplatskommitté	Riksidrottsförb:s idrottsplatskommitte
Riksidrottss idrottsplatskommitté	Riksidrottss idrottsplatskommitte
Rikskommittén mot den olagliga rusdryckshanteringen	Rikskommitten mot den olagliga rusdryckshanteringen
Riksmusei palæontolog. afd	Riksmusei paläontolog. afd
Rivière & Voorhoeve	Riviere & Voorhoeve
Rodéns bokhandel	Rodens bokhandel
Rodwell and Martin	Rodvell and Martin
Roséns	Rosens
Row, Peterson	Rov, Peterson
Royal Swedish Academy of Engineering Science	Royal Svedish Academy of Engineering Science
Rud. Bengtsson	Rudolf Bengtsson
Rud. Erlandsson	Rudolf Erlandsson
 Rumford	Rumford
Rütten & Loenig	Rytten & Loenig
Rütten & Loening	Rytten & Loening
röderna Lundquist & C:s Lithografiska institut	röderna Lundqvist & C:s Lithografiska institut
s-Ikéa	s-Ikea
S.A. Palmérs bokexp	S.A. Palmers bokexp
S.G. Borén	S.G. Boren
S.L. Møllers	S.L. Möllers
Salaam missionen	Salåm missionen
Samarbetskommittén för demokratiskt uppbyggnadsarbete	Samarbetskommitten för demokratiskt uppbyggnadsarbete
Sam. Hellström	Samuel Hellström
Saxa loquuntur	Saxa loqvuntur
sbureauet i Kjøbenhavn	sbureauet i Kjöbenhavn
Schackvärlden	Schacqvärlden
Schmidt & Günther	Schmidt & Gynther
Schwann	Schvann
Schwartzman & Nordström	Schvartzman & Nordström
Schweitzer	Schveitzer
Schweizerbart	Schveizerbart
Schweizerbart'sche Verl.-Buchhandlung	Schveizerbart'sche Verl.-Buchhandlung
Schweizerbart'sche Verlagsbehandlung	Schveizerbart'sche Verlagsbehandlung
Schweizerbart'sche Verlagsbuchhandlung	Schveizerbart'sche Verlagsbuchhandlung
Schweizerbartsche Verlagsbuchhandlung, Nägele & Dr. Sproesser	Schveizerbartsche Verlagsbuchhandlung, Nägele & Dr. Sproesser
Schwemmer	Schvemmer
Schwers'schen Buchhandlung	Schvers'schen Buchhandlung
Schwetschke	Schvetschke
 Scriptura	Scriptura
Sewed Sjöholms bokhandel	Seved Sjöholms bokhandel
Sidgwick and Jackson	Sidgvick and Jackson
Siefvert & Fornander	Sievert & Fornander
Sigurd Erixon kommittén Sthlms stadsmuseum	Sigurd Erixon kommitten Sthlms stadsmuseum
Sigurður Kristjánsson	Sigurður Kristjansson
Silfversparres grafiska anstalt	Silversparres grafiska anstalt
Silfversparres nya graf.	Silversparres nya graf.
Silfversparres nya graf. aktb	Silversparres nya graf. aktb
Silfversten	Silversten
Sjöfartsmuséets i Göteborg	Sjöfartsmuseets i Göteborg
Sjömansmissionskommittén Bohuskusten	Sjömansmissionskommitten Bohuskusten
Skandia news	Skandia nevs
Skandinavisk-jødisk ungdomsforbund	Skandinavisk-jödisk ungdomsforbund
Skaradjäknarnas förenings skaraavdelning	Skaradjäknarnas förenings skaråvdelning
Skaradjäknarnas Skaraavdelning	Skaradjäknarnas Skaråvdelning
Skogsbrandskyddskommittén i Gävleborgs län	Skogsbrandskyddskommitten i Gävleborgs län
Skolidrottskommittén	Skolidrottskommitten
Släktförening Thomæus-Thomée	Släktförening Thomäus-Thomee
Soc. for Promoting Christian Knowledge	Soc. for Promoting Christian Knovledge
Soc. klubbens litteraturkommitté	Soc. klubbens litteraturkommitte
Socialdemokratiska kvinnoförbund	Socialdemokratiska qvinnoförbund
Socialdemokratiska kvinnokonferensens arbetsutskott	Socialdemokratiska qvinnokonferensens arbetsutskott
Società Amici Catacombe	Societa Amici Catacombe
Società biblica britannica e forestiera	Societa biblica britannica e forestiera
Societá evangelica nazionale svedese	Societa evangelica nazionale svedese
Societá evangelica paterna	Societa evangelica paterna
Società Romana di storia patria	Societa Romana di storia patria
Société Biblique	Societe Bibliqve
Société d'édition 'Les Belles lettres	Societe d'edition 'Les Belles lettres
Societé du Mercure de France	Societe du Mercure de France
Société Finno-Ougrienne	Societe Finno-Ougrienne
Société générale de libraire catholique	Societe generale de libraire catholiqve
Société zoologique Suisse	Societe zoologiqve Suisse
Society for promoting christian knowledge	Society for promoting christian knovledge
Society for Promoting Christian Knowledge	Society for Promoting Christian Knovledge
Sockenbokskommittén	Sockenbokskommitten
Sofi Almquists samskola	Sofi Almqvists samskola
Sozialistische Tribüne	Sozialistische Tribyne
SSUH förening Tétrao	SSUH förening Tetrao
Statistik rörande maltafverkningen vid de skattepliktiga bryggerierna i Sverige under tillverkningsåret	Statistik rörande maltaverkningen vid de skattepliktiga bryggerierna i Sverige under tillverkningsåret
Sten Halldéns bokhandel	Sten Halldens bokhandel
Stewat & Coidd	Stevat & Coidd
Stewe	Steve
Stiftskansliet 	Stiftskansliet
Stjernefeldt & Broadmeadow	Stjernefeldt & Broadmeadov
 Stockholms bryggerier	Stockholms bryggerier
Stockholms Evangeliska luth. missionsförening, Traktatkommittén	Stockholms Evangeliska luth. missionsförening, Traktatkommitten
Stockholms kaféidkareförening	Stockholms kafeidkareförening
Stockholms stads slussombyggnadskommitté	Stockholms stads slussombyggnadskommitte
Stokholmi Eesti gümnaasiumi väljaanne	Stokholmi Eesti gymnåsiumi väljånne
Stokkseyringafélagið	Stokkseyringafelagið
Sumptibus & typis Joh. L. Horrn, reg. antiq. archiv. typogr	Sumptibus & typis Johan L. Horrn, reg. antiq. archiv. typogr
Suomen Lähetysseuran Laestadiolainen Haaraosasto	Suomen Lähetysseuran Laestadiolainen Håraosasto
Sw. Evangeliska luth. förening Ungdomens wänner, Augustana College & Theol. Seminary	Sv. Evangeliska luth. förening Ungdomens vänner, Augustana College & Theol. Seminary
Sw. O:s kansli	Sv. O:s kansli
Sw. Wojciech	Sv. Wojciech
Swan, Sonnenschein & Allen	Svan, Sonnenschein & Allen
Svéd-magyar társaság	Sved-magyar tarsasag
Swedenborg foundation incorporated	Svedenborg foundation incorporated
Swedenborg scientific association	Svedenborg scientific association
Swedenborg society	Svedenborg society
Swedenborg Society, British and foreign	Svedenborg Society, British and foreign
Swedish-American biographical association	Svedish-American biographical association
Swedish-Ethiopian Co	Svedish-Ethiopian Co
Swedish American Line	Svedish American Line
Swedish American Newspaper Co	Svedish American Nevspaper Co
Swedish Baptist New York Conference	Svedish Baptist Nev York Conference
Swedish Baptist Publad Society	Svedish Baptist Publad Society
Swedish chamber of commerce	Svedish chamber of commerce
Swedish Colonial Society	Svedish Colonial Society
Swedish Evangelical Lutheran Mission Association in America	Svedish Evangelical Lutheran Mission Association in America
Swedish Evangeliska-luth. missionary society	Svedish Evangeliska-luth. missionary society
Swedish government railways	Svedish government railvays
Swedish Historical Society of America	Svedish Historical Society of America
Swedish Homes Publad Co	Svedish Homes Publad Co
Swedish inst. for cultural relations with foreign countries	Svedish inst. for cultural relations vith foreign countries
Swedish Institute for Cultural Relations	Svedish Institute for Cultural Relations
Swedish Institute of foreign law	Svedish Institute of foreign lav
Swedish Literature Co	Svedish Literature Co
Swedish Mission Press	Svedish Mission Press
Swedish touring club	Svedish touring club
Swedish Traffic Association	Svedish Traffic Association
Svensk-am. utställningskommittén	Svensk-am. utställningskommitten
Svensk dufafvelsförening	Svensk dufavelsförening
Svensk kafétidning	Svensk kafetidning
Swensk underofficerstidning	Svensk underofficerstidning
Svenska-lettiska hjälpkommittén	Svenska-lettiska hjälpkommitten
Svenska allmänna kvinnoförening till djurens skydd	Svenska allmänna qvinnoförening till djurens skydd
Svenska antikvariatförening	Svenska antiqvariatförening
Svenska arbetsgifvareförenings statistiska byrå	Svenska arbetsgivareförenings statistiska byrå
Svenska arméns idrott	Svenska armens idrott
Svenska Clartésektionen	Svenska Clartesektionen
Swenska Evangeliska luth. tryckförening	Svenska Evangeliska luth. tryckförening
Swenska Evangeliska lutherska missionsförening	Svenska Evangeliska lutherska missionsförening
Svenska folkförb:. Karl Sjöwalls bokhandel	Svenska folkförb:. Karl Sjövalls bokhandel
Svenska folkvise	Svenska folqvise
