publication_place	Count
lugduni batavorum apud iacobum marci md c xxxvii	1
vpsaliæ henricus curio s r m acad vpsaliensis bibliop m dc lxx	1
holmiæ impensis henrici keiser regii typographi	1
holmiæ apud joh janssonium	1
Altdorf	1
strengnesi	1
upsaliæ excudeb eschillus matthiæ anno m dc xxxiii	1
upsaliæ ab eschillo matthiæ acad typog anno m dc xlv	1
upsaliæ eschillus matthiæ anno m dc xl	1
upsaliæ excudeb eschillus matthiæ anno m dc xxxviii	1
vpsaliæ eschillus matthiæ anno salvatoris nostri m dc xiii	1
lincopiæ christophorus güntherus anno m dc xlvii	1
greyffswald	1
stockholmiæ sumptibus b nic wankivii reg typogr	1
aboæ johannes winter typographus regius anno	1
holmiæ sumptibus georgii hantschenii reg typogr	1
västerås anno euchario lauringer	1
vbsaliæ sumptibus authoris eschillus matthiæ anno	1
västerås av euchario lauringer åhr	1
västerås euchario lauringer anno	1
arosiæ eucharius lauringerus	1
euchario lauringer i västerås	1
västerås eucharius lauringer	1
westeråås euchario lauringer consistorij gymnasij booktryckiare	1
westerås euchario lauringer anno	1
västerås boëtio hagen anno	1
arosiæ boetius hagenius anno m dc lxix	1
ubsaliæ eschillus matthiæ anno m dc xl	1
på nytt euchario lauringer åhr	1
linkiöpng	1
euchario lauringer åhr	1
arosiæ eucharius lauringerus anno m d c lv	1
linköping hoos christopher günter anno m dc lii	1
petrus hansonius acad typogr	1
upsaliæ eschillus mathiæ acadt typog anno m dc xxxvi	1
gryphisbaldia	1
wiszmar	1
holmiæ impensis nicolai wankivii reg maj typogr anno mdc lxxiv	1
vpsalis	1
holmiæ nicolai wankijf s r maj tis typographi anno lxxii	1
stockholmiæ christopheri reusneri typographi regij anno m dc xiv	1
aboæ johannes winter s r m tis finlandiâ typogr anno	1
aboæ â johanne winter typ reg magno ducatu finland	1
holmiæ suecorum	1
westerås oluff olson h domini	1
calmariæ exscripsit christopherus gunther anno m dc xxvii	1
guben	1
refwell	1
elbing	1
straszburg verlegung caspar dietzels buchhändlers m dc xliv	1
hall saxen	1
nürnberg bey wolffgang endter im jahr christi	1
meyntz durch hermann meres im jahr christi	1
mallmö anno	1
u tr å	1
groeningen	1
u o tr å upsaliæ	1
åbo petro hansonio t	1
götheborg hoos amund grefwe åhr bekostn	1
på wijsindzborg hans höggrefl nåd riijkz drotzens booktryckare johann kankel anno m dc lxxiv	1
på wisingsborgh hans höggrefl nådhes rickz drotzens booktryckiare thersammestädes johann kankel anno	1
strängnäs åhr	1
åbo johan wald acad booktryckiare åhr	1
strengnesiæ recudit zacharias brockenius anno m dc xlviii	1
strengnesiæ paulinianis à johanne l barkenio anno christi m dc xxix	1
rigæ livonum	1
stocholmiæ ex molybdographia christopheri reusneri regij typographi anno m dc xiv	1
åbo johann carlszon winter åhr	1
uppsaliae henricus curio s r m acad vpsaliensis bibliop	1
abodiæ	1
vvittebergæ johannis gormanni anno kolofon wittebergæ ex officina typographica johannis gormanni anno æræ christianæ m dc xvi	1
calmar hoos christopher günther anno m dc xxvii	1
stockhoplm then augusti anno c	1
niclas wankijff kongl booktr åhr	1
holmiæ sumptibus nathanaelis goldenau joh billingsley anno m dc xciv	1
aboæ excusæ à petro hansonio acad t	1
nyköping åhr amnund n grefwe	1
ubsaliæ academicis a	1
greyffswaldt	1
calmar christopher günther anno m dc xxxii	1
upsaliæ henrici keyser reg maj academiæ typogr	1
holmiæ anno	1
holmiæ henricus keyser	1
dorpatu	1
på nytt ignatio meurer åhr	1
linkopiæ	1
upsaliæ cvm regio privilegio henricus curio s r m acad vps bibliop	1
holmiæ henrici käysers anno	1
holmiæ heinrici käyser an	1
holmiæ heinrici käysers anno	1
olim noribergæ upsaliæ recusus literis henrici keysers	1
aboæ â petro hansonio anno m dc lxviii	1
lvgdvni batavorum	1
stockholmiæ literis wankiwianis anno christiano m dc xcvii	1
lvgdvni batavorum ex officina wilhelmi christiani boxii sumptibus auctoris	1
åbo johan winter kongl boktr finnes hoos honom til kiöps	1
aboæ apud jo laurentii wallium	1
aboæ apud hansonii acad typogr	1
malmö vitus haberegger gen gouv bogt aar	1
gryphiswaldij ferberi	1
holmiæ henrici keyser reg typogr anno m dc lxxxiv	1
holmiæ nicolai wankivi reg typographi anno	1
aboæ petrus wald acad typ	1
aboæ â petro hansonio acad typogr anno	1
typ acad apud p wald	1
aboæ apud petrum wald acad typog	1
aboæ petrus hanson acad typog	1
aboæ petrus wald acad typog	1
holmiæ officinâ johannis janssonii regii typographi anno mdclvi	1
bataviæ	1
holmiæ johann georg eberdt m dc lxxviii	1
vbsaliæ johannes pauli acad typ	1
wästeråhs boëtio hagen åhr	1
aboæ johanne winter typographo regio anno m dc xciii	1
aboæ â joh wallio a	1
aboæ à johannes winter anno	1
aboæ johanne winter typogr regio anno	1
st rängnäs	1
aboæ johannes winter typ reg anno	1
aboæ excusæ à johanne winter regio typogr finland anno	1
upsaliæ æschillus matthiæ academiæ typographus anno m dc xlvii	1
upsaliæ eschillus matthiæ academiæ typog anno christi m dc xxxxii	1
upsaliæ æschillus matthiæ academiæ typog anno christi m dc xxxvii	1
rigæ johannis georgii wilkenii	1
linköping hoos christopher gynter anno m dc xlii	1
holmiæ sumptibus nicolai wankivii reg typogr anno m dc lxxix	1
durch georg hantsch königl buchdr	1
åbo johann winter kongl booktr åhr	1
lincii	1
ubsaliæ æschillus matthiæ	1
upsaliæ wallianis anno m dc xxxvi	1
anno m dc xlii ubsaliæ eschillus matthiæ	1
stregn zacharia brockenio	1
upsaliæ johannes pauli acad typog anno m dc lix	1
upsaliæ æschillus matthiæ acad typog anno m dc xxxviii	1
strengnesiæ zacharias brockenius anno m dc li	1
jönkjöping petter hultman åhr	1
westerås petro erici valdio consistorij typographo an	1
holmiæ meurerianis anno m dc xxxiv	1
aboæ sumpt authoris â johanne winter typ regio m dc lxxxii	1
aboæ â petro hansonio t	1
aboæ b	1
stockholmiæ henricus keyser	1
westerås mit capitels druck durch peter wald ihm jahr	1
vverlinianis tübingen	1
ubsaliæ eschillus matthiæ anno m d c xxvi	1
upsaliæ henricus keyser s r m acad typogr anno	1
calmariæ exscripsit christopherus gunther anno m dc xxvi	1
calmar christophero günther	1
lincopiæ christophorus güntherus anno m dc xxxvi	1
holmiæ nicolai wankivii reg maj typogr m dc lxxv	1
aboæ â johanne winter reg typogr anno m dc lxxxxiii	1
aboæ gezelianis â johanne winter anno mdclxx	1
stocholmiæ olai olai anno	1
gothoburgensis	1
arosiæ oloff oloffzson anno	1
holmiæ ignatius meurerus anno m dc lvii	1
holmiæ ignatius meurerus anno dc m lv	1
holmiæ meurerianis anno	1
lipsiæ impensis joh frid gleditsch anno m dc xci	1
revaliæ	1
upsaliæ cvm regio privilegio henricus curio s r m academiæ vpsaliensis bibliop	1
aboæ johannes winter typographus regius m ducat finland anno mdcxxci	1
upsaliæ cvm regio privilegio henricvs cvrio s r m academiæ upsalienis bibliop anno christi mdclxiv	1
ubsaliæ impressæ apud eschillum matthiæ	1
holmiæ svecorum anno m dcic literis wankifwianis	1
jönekjöpjng petter hultman åhr	1
jönkiöping petter hultman åhr	1
wittebergæ literis matthæi henckelii acad typogr m dc lxxiii	1
anno m dc xliv ubsaliæ eschillus matthiæ	1
upsaliæ eschillus matthiæ acad typog anno saluti m dc xix	1
stockholmiæ nicolaus wankijf s r maj typogr an	1
holmiæ ex officina janssoniana anno m d cl	1
stockholmiæ sumptibus henrici käysers typographi regij anno	1
upsaliæ joh pauli acad typ anno	1
johannes billingsley	1
stregnesiæ zacharias brockenius anno cum gratia privilegio	1
holmiæ ex officina nicolai wankiif anno	1
aboæ exculus à johanne winter typogr regio finland anno	1
upsaliæ henrici keysers s r m tis academiæ typographi anno	1
holmiæ literis laurentij wallij anno	1
lincopiæ sumptibus danielis kämpes anno m dc lxxii	1
strengnesiæ capituli opera zachariæ brockenii anno m dc xlviii	1
holmiæ sumptibus henrici keysers	1
stockholmiæ literis enæanis chr m dc xcix	1
lincopiæ christophorus güntherus gymn typogr anno m dc li	1
götheborg hoos jöns rahm åhr	1
upsaliæ wallianis petrus e waldius anno	1
ubsaliæ sumptibus æschilli matthiæ academiæ typographi anno m dc xxxix	1
aboæ recusus â johanne winter typ reg anno	1
stockholmiæ ex officinâ ignatii meureri	1
lincopiæ sumptibus danielis kempe anno m dc lxxviii	1
stockholmiæ ex officinâ ignatii meureri anno	1
holmiæ impensis ignatii meureri anno md c lxiii	1
henricus curio s r m acad upsaliensis bibliopola m dc lxxiii	1
stocolme chez jean jeansson anno m dc lii	1
stokholmiæ ex molybdographia gutteruiciana anno m dc x	1
stokholmiæ ex molybdographiâ guttervicianâ anno m dc x	1
romæ bernabò m dc xcviii svperiorvm permissv	1
upsalæ henricus keyser s r m academiæ typographus	1
vpsaliæ sumptu auctoris henricus curio s r m acad vps bibliop an christi m dclxxiii	1
calmar christopher günther anno	1
calmara christoffer günter anno m dc xxxii	1
calmar christopher günther	1
aboæ à johanne winter reg typogr anno	1
nyköping hoos amund nilszon grefwe på hans typographia åhr	1
linköping danielis kempe	1
holmiæ wankifwianis	1
holmiæ sumptu auctoris prælo reusneriano mdc xxvi	1
u o tr å linköping	1
lbingen wendel bodenhausen anno m dc xxix	1
u o tr å stockho m	1
aboæ â petro hansonio acad typg an	1
rostokii	1
vpsaliæ sveonum	1
nedt på bladet stockholmiæ sveonum regiæ	1
anno christi m dc xvi	1
strengnäs zacharia brocken capitletz booktryckiare anno	1
stocholmo	1
göteborg joannes rahm anno	1
wästerås hoos boëthium hagen anno m dc lxx	1
stockholmiæ sveonum	1
linköping hoos christopher günther anno m dc l	1
linköping hoos christopher günther anno m dc xlv	1
upsaliæ henricus keyser jun regiæ academiæ typographus	1
lubecæ johannis albini anno m dc xiiii	1
cum gratiâ privilegio christoff reusner	1
holmiæ christophori reusneri	1
lincopen	1
friburgi brisgoiae	1
götheborg amund nilszon grefwe åhr	1
strängnäs zacharia asp capitels booktryckiare	1
lincopiæ daniel kempe anno m dc lvi	1
Douai	1
gedani	1
genvæ	1
monachii	1
ulyssipone	1
landishuti	1
atrebati	1
cölln verlag vnd truckerey wilhelm friessems buchhändlers im ertz engel gabriel tranckgassen anno m dc lxiv	1
neisz	1
w zamosciu	1
cæs aug	1
oliva	1
pragæ	1
posnaniæ	1
monachii sumptibus joannis wagneri joannis hermanni à gelder bibliopolarum monacensium sebastian rauch anno m dc lxxx	1
slutet efter errata coloniæ agrippinæ	1
romæ apud stephanum paulinum mdcvi superiorum authoritate sumptib iulij burchionij	1
upsaliæ anno chr m dc xxcvii henrici keyfers s r mtis academiæ typogr	1
holmiæ svecorum anno m dc ic literis wankifwianis	1
stockholmiæ regio impensis johannis siwertz johannis billingsley anno m dc xcii	1
upsalæ mdc lxxxiix henricus keyser s r mtis academiæ typographus	1
wästerås o uff oluffszon anno	1
aboæ à johanne winter typographo regio magno ducatu finlandiæ anno	1
upsaliæ johannes pauli ac typ	1
holmiæ è typ ignatij meureri anno m dc lx	1
på nytt istockholm chr reusner anno	1
strengnäs hoos zacharia brockenio bekostnat anno	1
auff wiesingsburg von johann kankel anno m dc lxxviiii	1
upsaliæ holmiæ nicolaus wankijf	1
ubsaliæ ex molybdographia eschilli matthiæ anno	1
componerat i strengnäs	1
ubsaliæ eschilii matthiæ	1
ubsaliæ eschilli mtthiæ	1
boëthio hagen cons typ anno m dc lxxii	1
franeqveræ impensis johannis arceri bibliopolæ anno m dc xlix idzardi alberti typographi	1
franekeræ idzardus alberti typograph acad franekeranâ	1
franekeræ sumptibus johannes arcerii	1
franekeræ apud johannem dhviringh bibliopolam anno	1
alla franechera appresso giouanni darcerio	1
stocolme	1
göteborg ammund grefve	1
upsaliæ apud henricvm cvrionem	1
helmaestadi heredum iacobi lvci m d cxiix	1
giessæ hassorum nicolaus hampelius typogr acad m dc iix	1
lincopiæ christopherus güntherus	1
calmariæ christoph güntheri anno m dc xxvii	1
calmar hoos christoph günther anno	1
helmaestadi heredum iacobi lucij anno m d cxiix	1
ubsaliæ cvm regio privilegio henricus curio s r m acad	1
arosiæ boëtius hagenius anno m dc xcii	1
holmiæ literis joh eberdt	1
holmiæ olai enæi anno m dc xcvi	1
strengnäs zacharias brocken capitlers booktryckiare åhr	1
upsaliæ cvm regio privilegio henricus curio s r m academiæ upsaliensis bibliopola anno mdclxiv	1
wästeråhs åhr boëtius hagen	1
upsalæ literis henrici keysers s r mtis academiæ typographi	1
aboæ acad apud petri wald	1
stregnesiæ zacharias brockenius typogr capit	1
hoos lars wall	1
wittenbergæ sumptibus autoris johannes wilcke anno	1
stregnesii zacharias asp anno	1
arosiæ petrus waldius consistorij ejusdemq typographus an	1
upsalæ henricus keyseri s r m academia typographus	1
vthgången publicerat translatoris eghen typographia an m dc xxxviii	1
westeråås åhr euchario lauringer	1
authoris consens i götheborg hoos amund grefwe anno finnes hoos honom till köps	1
dörpt	1
kolofon i wästeråås oloff oloffszon h anno	1
rhodopoli	1
holmiæ cvm gratia regia reusnerianis anno m dc xv	1
åbo johan winter kongl booktryckare åhr	1
åbo johan winter kongl boktryckiare	1
aboæ apud joh l wallium t	1
aboæ apud joh wallium	1
san fernando	1
bengasi	1
sthlm östersund	1
plauen uv	1
montévrain	1
athenes	1
monat januario	1
lvov	1
jurév	1
freiburg schweiz	1
neu ruppin sthlm	1
arcis sur aube	1
lwow	1
holmiæ literis salvanis	1
upsaliæ apud johan henr werner directorem typographeorum regno sveciæ	1
upsaliæ prælo joh henr werner	1
norimbergæ	1
upsaliæ viduæ höjeri	1
sthlm/uddevalla	1
götheborg lindgren	1
kjøbenhavn s wibes bogtrykkeri	1
blois	1
friedeberg nm	1
sthlm tr i hæggström	1
dönnie	1
upsaliæ apud joh edman reg acd typogr	1
upsaliæ apud johan edman reg acad typgr	1
einsiedeln zürich köln	1
lipsiæ dessaviæ bibliopolio eruditorum mdcclxxxii	1
kiøbenhavn og findes tilkiøbs joh rud thiele boende i peder hvidtfeldts stræde	1
florentiæ	1
upsaliæ apud joh edman director reg acad typogr	1
vindobonae apvd ioann pavl karvs	1
hafniæ literis joh phil bockenhoffer reg maj univ typogr anno m dc lxxxix	1
hastings	1
Worcester	1
köbh	1
santiago de compostela	1
hille strömsbro	1
cuguev	1
zürich oberstrass	1
oldenburg oldb /hamburg	1
kirn a/nahe	1
gammalstorp	1
gladhammar	1
gothenburgh	1
pairs	1
lehnin	1
kristineham	1
freib	1
piitimessä i piteå	1
holstebro	1
greeley colo	1
fulda	1
kjøbenhavn paa forfatterens forlag p d kiøpping	1
lemgo	1
waverly iowa	1
lyron	1
söderham	1
trondhjelm	1
boulder col	1
göterborg	1
lpz	1
jakala	1
ofvansjö	1
pyritz	1
götheborg d f bonnier	1
la haye chez charles charpentier à lenseigne de lapôtre st barthelemy m d c c xvi	1
brixen	1
evanston	1
bazoges pareds vendée	1
hudiksvall hudiksvall hudiksvall	1
purmerend nederlando	1
købbenhavn	1
wellington nz	1
citta del vaticano	1
athens	1
alstad	1
bedford	1
bårgå	1
oguz	1
Bridgeport CT	1
asti	1
homewood ill	1
jäder	1
granada	1
Montrose	1
göteborg elander	1
gustavsberg gustavsberg gustavsberg	1
norrfjärden	1
guldsmedshyttan	1
uppsaliae wahlström låstbom	1
sösdala	1
stockhhlm	1
bloomington	1
lundb	1
kårgärde	1
saarbrücken	1
sockholmm	1
svängsta	1
farsta	1
Kings Lynn	1
stockhollm	1
forsa	1
ståckhålm	1
fredrikstad fredrikshall	1
holmquists boktr	1
grimslöf	1
nosaby	1
slaka	1
syringe	1
hökerberg	1
wretstorp	1
jönko<U+030C>ping	1
jönköpings smålands folkbibl s	1
hörby kristianstad	1
göteborrg	1
västeras	1
örebro latorps bruk	1
nykoköping	1
nord	1
partilled	1
gröndahl	1
svanö frånö	1
akad	1
hvellinge	1
böda	1
exp nordiskt idrottslif	1
h borg	1
hessleh	1
mariefreds tidning	1
vester vexiö	1
söderköp	1
oscarsh	1
rosehill partilled förf n	1
sundsborg	1
tr i göteb	1
risemåla nybro	1
sttrengnäs	1
gustafsberg o sölvesborg	1
noraskog	1
ullerud	1
söderström k	1
wilhelmsro	1
hössna	1
sth	1
stockholmbfröléen	1
hyllinge gruva	1
aneboda pr lamhult	1
wiby	1
wahlström widstrand	1
arlöf	1
kvinnl	1
malfors ljungsbro	1
engelsberg	1
sprängsviken	1
emislöf	1
landön	1
tolg småland	1
trolleholm	1
malmö socialdemokratiska ungdomsförbundet	1
ingelstorp	1
köping tr i örebro	1
helås	1
berg	1
öreb	1
trelleb	1
lösen	1
skottorp	1
göteborg malmö	1
löfvestad	1
tr i kbhn	1
örebro lindhska bokhandelns förlag	1
kongsb	1
klemmings antiqv	1
lidk	1
klmar	1
stelge	1
huldbergs bokh	1
tidan tidan borås	1
sarajevo	1
höganäs askim	1
luleå luleå luleå luleå luleå	1
östersund östersund östersund	1
siegen	1
norrala delsbo	1
Lohja	1
norrtälje norrtälje väddö	1
lidingö lidingö ljusterö	1
östersund östersund östersund östersund östersund östersund östersund östersund	1
härnösand härnösand härnösand härnösand härnösand	1
halmstad halmstad heberg simlångsdalen laholm	1
degeberga	1
nyhamnsläge	1
solna solna solna	1
alingsås alingsås mullsjö mullsjö vara vara	1
umeå umeå umeå	1
malmö malmö göteborg västra frölunda linköping	1
lindesberg lindesberg orsa tidaholm habo habo tidaholm	1
täby täby varberg	1
göteborg ängelholm göteborg	1
malmö malmö malmö malmö malmö malmö malmö malmö malmö malmö malmö malmö	1
göteborg göteborg göteborg göteborg göteborg göteborg göteborg göteborg göteborg	1
nyskoga nyskoga torsby	1
schweinfurt göteborg	1
glumslöv	1
backe	1
ingelstad	1
lammhult	1
mariestad torsö mariestad	1
billinge	1
handen	1
nyköping nyköping nyköping nyköping nyköping nyköping	1
svalöv svalöv alnarp	1
tollarp	1
göteborg göteborg göteborg göteborg västra frölunda	1
lawrence kan etc	1
tempe ariz	1
växjö växjö södertälje örebro örebro örebro	1
göteborg göteborg malmö malmö	1
werl/westf	1
örebro örebro örebro örebro	1
arosiæ eucharius lauringerus cons typogr anno m dc lii	1
jywäskylässä	1
åbo tryckta joh chr frenckell	1
strengnäs lect alb segerstedt	1
wennberg nordström	1
calmar lars lindeblad på bekostnad	1
calmar magnus petersson	1
calmar magnus petersson år	1
norrköping johan benj blume	1
örebro lindh kongl privil bok tr år	1
westerås joh laur horrn kongl consist gymn boktr år	1
stockholmiæ laurentii salvii mdccxliii	1
strengnäs lect segerstedt	1
holmiæ mdcclxiv hesselbergianis denuo	1
holmiæ mdccxxxvii historiogr regni denuo hartwig gercken	1
arosiæ impensis joh laur horrn reg gymn typogr anno mdccxcvi	1
wexiö kongl gymnasii boktryckaren johan christopher merckell	1
weiiö kongl privil gymn boktr anders wrigsen	1
wexiö kongl gymnasii bokt c merckell	1
wexiö kongl gymnasii boktryckaren c merckell	1
wästerås på joh laur horrns kongl gymn consist boktr bekostnad	1
westerås uplagt joh laur horrns kongl consist gymn boktr bekostnad åhr	1
linköping fr schonberg	1
götheborg samuel norberg k gl boktr	1
holmiæ mdccxc ex typographia regia	1
holmiæ mdcclxxv henr fougt eq ord wasæ typogr reg	1
stochholm joh christ holmberg	1
nyköping strängnäs	1
holmiæ johan l horrn reg antiquit archiv typographi	1
upsaliæ mdcccxxii exudebant regiæ academiæ typographi	1
holmiæ literis b nicolai wankiwj h werner f	1
pillau	1
upsaliæ mdcclxxiii e typographeo edmanniano	1
sanktpeterburge	1
götheborg i langiska boktryckeriet s ii götheborg immanuel smitt kongl boktr	1
götheborg samuel norberg kb	1
upsale chez limprimeur de lacadem jean fr edman	1
holmiæ viduæ b nicolai wankifvii typographi regii	1
strengnesiæ impress laurentius arvidi collin reg gymn typ	1
caroli	1
holmiæ julii georg matthiae reg antiqu archiv typogr	1
scara	1
holmiæ ex typographia regia mdcclxxxix	1
holmiæ ex typographia regia mdcclxxxvii	1
calmar i kongl gymn boktryckeriet	1
directeur carl gustav berling	1
holmiæ cum literis beat biörkmanni mdccxxix	1
kiøbenhamn	1
strengnesiæ joannes rönberg	1
sverige åhr	1
sverige i åhr	1
holmiæ andr biörkman ni nno	1
åbo joh christ frenkell	1
norrköping norrköping	1
linköping w londicer björkegrens enka	1
örebro nils magn lindh år stående styl	1
norrköping norrkjöping	1
götheborg joh ernst kallmeyer åhr	1
westerås l horrn år	1
norkiöping c f broocman	1
götheborg tryckd immanuel smitt kb	1
år nyköping e hasselrot	1
år norrköping joh b blume på auctors bekostnad	1
år norrköping joh benj blume på auctors bekostnad	1
holmiæ mdccxxxv historiogr regni hartwig gercken	1
götheborg uplagde lars wahlström år	1
holmiæ mdccxxxiv historiogr regni hartwig gercken	1
örebro n m lindh på eget förlag	1
westerås joh laur horrn kongl consistorii gymnasii boktryckare åhr	1
westerås pet devall v consist gymnasii boktryckare	1
örebro lindh år	1
wästerås på joh laur horrns kongl gymn consist boktr bekostnad år	1
götheborg zacharias hagemann åhr	1
sondershausen	1
artern	1
norkiöping år	1
götheborg joh george lange	1
örebro uppl	1
norrköping blume raam år	1
wästerås på johan laur horrns kongl consist gymnasii boktr s bekåstnad år	1
götheborg samuel norberg k b på bekostnad	1
örebro joh pehr lindh stående stil	1
örebro johan peter lindh	1
westeråhs pet devall kongl consist gymn boktr anno	1
wästerås joh laur horrn på desz bekostnad år	1
norrköping på bokstnad johan edman år	1
åbo johan christopher frenckell år	1
linköping afl biörckegrens enka år	1
linköping sal biörckegrens enka	1
norrköping johan edman på bekostnad år	1
wästerås johan laur horrn kongl consistorii gymnasii boktryckare år	1
linkiöping peter pilecan	1
västerås wästerås	1
lincopiæ sumtibus petri pilecani	1
åbo henrich c merckell kongl booktr åhr finnes hoos honom til köps	1
biörckegrens enka år säljes exemplaret för dal kopp mt	1
lincopiæ impensis autoris a	1
lincopiæ sumtibus autoris biörckegrenianis a	1
wexiö kongl priv gymn boktr anders wrigsén	1
strängnäs lars arvidsson collin år	1
westeråhs georg urban kongl cons gymn boktr	1
götheborg vplagd johan georg lange johan ernst kallmeyer åhr	1
stockholm/ hoos henr c merckell	1
westerås joh laur horrn kongl consist gymnasii boktryckare år	1
strängnäs baltzar widman kongl gymnas booktryckiare åhr	1
arosiæ impensis johan laur horrn mdcclxxx	1
götheborg uplagt andreas winberg immanuel smitt	1
norrköping år ad fr raam	1
reva	1
wästerås joh laur horrn kongl gymn consist boktryckare år	1
westerås joh laur horrn åhr	1
lincopiæ gabriel biörckegren anno mdccxliii	1
sam norberg i götheborg	1
strengnäs c e ekmarck på eget förlag	1
götheborg samuel norberg kongl gymnasii boktryckare	1
götheborg johan georg lange junior år	1
holmiæ sumtibus hæredum auctoris mich laurelii anno	1
wexiö kongl priv gymn boktr wrigseen thetzell	1
stockholmiæ anno	1
götheborg johan georg lange jun kongl privil boktryckare	1
norkiöping vplagd carl fredrich broocman åhr	1
norköping carl friedrich broocman åhr	1
v sanktpeterburge pecatano v tipografii f drechslera goda	1
upsaliæ litteris joh fr edman reg acad typogr mdccxcix	1
caroli gustavi berling apud quem prost	1
upsaliæ literis h werners s r m acad typogr anno	1
harg nyköping	1
åbo i mag c frenckells boktryckeri på bekostnad	1
dalarö	1
lincopiæ petri pilecani	1
göteborg på stakbergska boktryckeriet	1
lundæ mdcccxxiii ex officina berlingiana	1
lundæ mdcccxxi ex officina berlingiana	1
holmiæ petri nyström	1
kongl maj ts allernådigste privilegium westerås på joh laur horrns bekostnad	1
holmiæ apud laurentium salvium mdccli	1
holmiæ lipsiæ apud godfredum kiesewetter m dcc xlix	1
säljes i kiesevetters boklådor	1
linköping sal biörckegrens enka år	1
wästerås joh laur horrn kongl gymn consist boktr	1
örebro nils magus lindh	1
westerås joh laur horrn	1
strengnäs peter kjellbeck	1
cristianstad	1
strengnäs år	1
sam norberg kongl gymn boktr	1
utgifne år i norrköping b blume	1
hernösand c nordin	1
joh fredr edman mariefred	1
holmiæ apud theodorum gotthardum volgnau anno mdcci	1
holmiæ elmenianis	1
stockholmesn trykketum lars salviusen ludne	1
arosiæ impensis joh laur horrn regii gymn consist typographi mdcclxxvi	1
åbo kongl boktryckaren i stor förstendömet finland jacob merckell åhr	1
upsaliæ ex officina johan henr werner reg acad typographi anno m d cc v	1
imprimé à linköping lannée schonbergs biörckegrens änka	1
nyköping p winge	1
nyköping petter winge	1
peter hesselberg år	1
götheborg johan georg lange jun år	1
götheborg johan georg lange åhr	1
tripoli	1
prof johan lundblad på desz egit förlag	1
strengnäs carl eric ekmarck	1
norrkjöping joh benj blume	1
norrköping collin c	1
calmar år lorentz lindeblads änka	1
wästerås johan laur horrn kongl consist gymn boktr	1
westerås joh laur horrn kongl gymn consist boktr	1
linköping pet pilecan bekostnad åhr	1
ko/benhavn	1
stockholmiæ andr biörkmanni acad aboëns typogr mdccxxi	1
stockholmiæ o r literis impensis laurentii salvii	1
upsaliæ prostat venalis officina libraria christiani erhardi steinert mdcclxi kolofon upsaliæ e ziervogel	1
upsaliæ prostat venalis officina libraria godofredi kiesewetteri mdccliv kolofon holmiæ laurentii ludovici grefingii	1
wästerås joh l horrn kongl consist gymn boktr år	1
nyköping carl haszelrot	1
samuel norberg	1
westerås pet devall v consist gymn boktr	1
aachen liège	1
celle	1
gävle i år	1
holmiæ biörkmanni reg acad typogr aboëns mdccxxiii	1
växjö hov	1
västerås per kraft	1
holmiæ literis wernerianis mdccxi	1
linköping fred schonberg biörckegrens enka	1
regiæ academiæ ups impensis upsaliæ mdccxlv	1
strengnäs lars arvid collin år	1
strengnäs lector alb jul segerstedt	1
holmiæ laurentii salvii anni mdccxlviii	1
rödigke i sachsen	1
wennersborg	1
barhöft	1
tribsees	1
laage	1
ribnitz	1
kongl booktr hoos sal wankifs änckia	1
plüggenthin	1
stockholmiæ andr biörkmanni acad aboëns typogr mdccxxviii	1
x	1
wästerås år	1
mariefred collin comp	1
götheborg uplagdt johan georg lange johan ernst kallmeyer åhr	1
sverige sverige svartsjö ånäset åtvidaberg	1
battle creek mich oakland cal	1
lövestad	1
örebro genom fact erik widblad exemplaret kostar sz sp	1
petroskoi	1
bryssel	1
linköping fredr schonberg	1
linköping fr schonberg björckegrens enka	1
örebro johan pet lindh	1
göteborg kongsbacka	1
johanneshov	1
daglösen	1
chhindwara	1
ramlösabrunn	1
göteborg göteborg agnesberg	1
norrköping norrköping norrköping norrköping	1
nagu	1
skjelskør	1
karlsruhe i baden	1
åby norrköping	1
åby åby	1
haninge	1
ljungsbro ab cloetta	1
corona ny	1
vassor	1
grava	1
erska	1
eda	1
lämbacken	1
wollishofen	1
Kangasala	1
munksnäs	1
spoleto	1
wolfshagen scharbeutz	1
la chaux de fonds	1
chic	1
philadephia	1
helsingi	1
caldwell id	1
finsterwalde	1
United States	1
rüschlikon	1
globe ariz	1
rio	1
molin ill	1
buchanan mich	1
évreux	1
zielbrücke thielle	1
hamb	1
nivelles	1
rüschlikon zch zürich	1
gislaved gislaved gislaved	1
aspudden aspudden uttran linköping örebro	1
helsinborg	1
veda	1
nederkalix	1
stensjöholm	1
rosehill	1
svartsjö	1
ingarö	1
lillkyrka	1
lugnås	1
rönneshytta	1
oxnäs	1
köping norrköping	1
murtern	1
vänersnäs	1
offenbach/main	1
kongsvinger	1
suistamo	1
práce	1
reykjiavik	1
borgå kyrkans ungdoms förl	1
kashmir	1
bryn mawr	1
woluwe saint pierre	1
krist stad	1
rosersberg	1
österby	1
böö pr göteborg	1
runnvika	1
bro borlänge	1
linghed	1
lervik	1
krylbo tryckeri	1
ekshärad	1
kvista	1
gunnilse	1
kivik	1
falkenkenberg	1
svanskog	1
henriksdal	1
djursholms ösby	1
bernshammar	1
boda svärdsjö	1
kornsjö	1
bergnäsudden	1
örebr	1
dahlberg	1
ingarp höreda	1
usland stöde	1
norrko<U+030C>ping	1
